cohort_id,court_establishment,case_type,act_section_bucket,filing_year_bucket,current_stage,cohort_size,median_days_in_stage,p75_days_in_stage,p90_days_in_stage,data_label
COHORT_3665,TAMIL__DC_04,BA,BAIL_GENERAL,2020,Filing / Registration,2,28.5,8,8,SYNTHETIC_AUGMENTED
COHORT_3666,TAMIL__DC_04,BA,BAIL_GENERAL,2020,Pleadings / Issues,1,107,107,107,SYNTHETIC_AUGMENTED
COHORT_3667,TAMIL__DC_04,BA,BAIL_GENERAL,2022,Evidence / Argument,1,134,134,134,SYNTHETIC_AUGMENTED
COHORT_3668,TAMIL__DC_04,BA,BAIL_GENERAL,2022,Filing / Registration,1,52,52,52,SYNTHETIC_AUGMENTED
COHORT_3669,TAMIL__DC_04,BA,BAIL_GENERAL,2022,Final Arguments / Judgment,1,46,46,46,SYNTHETIC_AUGMENTED
COHORT_3670,TAMIL__DC_04,BA,BAIL_GENERAL,2022,Pleadings / Issues,3,101,101,101,SYNTHETIC_AUGMENTED
COHORT_3671,TAMIL__DC_04,BA,BAIL_GENERAL,2022,Summons / Appearance,1,150,150,150,SYNTHETIC_AUGMENTED
COHORT_3672,TAMIL__DC_04,BA,BAIL_GENERAL,2024,Evidence / Argument,2,187.5,180,180,SYNTHETIC_AUGMENTED
COHORT_3673,TAMIL__DC_04,BA,BAIL_GENERAL,2024,Filing / Registration,2,29.0,15,15,SYNTHETIC_AUGMENTED
COHORT_3674,TAMIL__DC_04,BA,BAIL_GENERAL,2024,Final Arguments / Judgment,1,142,142,142,SYNTHETIC_AUGMENTED
COHORT_3675,TAMIL__DC_04,BA,BAIL_GENERAL,2024,Pleadings / Issues,1,96,96,96,SYNTHETIC_AUGMENTED
COHORT_3676,TAMIL__DC_04,BA,BAIL_GENERAL,2024,Summons / Appearance,4,88.0,114,114,SYNTHETIC_AUGMENTED
COHORT_3677,TAMIL__DC_04,CRL_A,CRIMINAL_APPEAL,2020,Evidence / Argument,1,175,175,175,SYNTHETIC_AUGMENTED
COHORT_3678,TAMIL__DC_04,CRL_A,CRIMINAL_APPEAL,2022,Evidence / Argument,1,142,142,142,SYNTHETIC_AUGMENTED
COHORT_3679,TAMIL__DC_04,CRL_A,CRIMINAL_APPEAL,2022,Pleadings / Issues,3,105,105,105,SYNTHETIC_AUGMENTED
COHORT_3680,TAMIL__DC_04,CRL_A,CRIMINAL_APPEAL,2022,Summons / Appearance,3,77,77,77,SYNTHETIC_AUGMENTED
COHORT_3681,TAMIL__DC_04,CRL_A,CRIMINAL_APPEAL,2024,Final Arguments / Judgment,1,54,54,54,SYNTHETIC_AUGMENTED
COHORT_3682,TAMIL__DC_04,CRL_A,CRIMINAL_APPEAL,2024,Pleadings / Issues,1,86,86,86,SYNTHETIC_AUGMENTED
COHORT_3683,TAMIL__DC_04,CRL_A,CRIMINAL_APPEAL,2024,Summons / Appearance,1,211,211,211,SYNTHETIC_AUGMENTED
COHORT_3684,TAMIL__DC_04,CS,CPC_GENERAL,2018,Evidence / Argument,1,82,82,82,SYNTHETIC_AUGMENTED
COHORT_3685,TAMIL__DC_04,CS,CPC_GENERAL,2018,Pleadings / Issues,2,113.5,85,85,SYNTHETIC_AUGMENTED
COHORT_3686,TAMIL__DC_04,CS,CPC_GENERAL,2020,Filing / Registration,1,31,31,31,SYNTHETIC_AUGMENTED
COHORT_3687,TAMIL__DC_04,CS,CPC_GENERAL,2020,Summons / Appearance,3,230,230,230,SYNTHETIC_AUGMENTED
COHORT_3688,TAMIL__DC_04,CS,CPC_GENERAL,2022,Evidence / Argument,5,199,212,212,SYNTHETIC_AUGMENTED
COHORT_3689,TAMIL__DC_04,CS,CPC_GENERAL,2022,Filing / Registration,1,19,19,19,SYNTHETIC_AUGMENTED
COHORT_3690,TAMIL__DC_04,CS,CPC_GENERAL,2022,Final Arguments / Judgment,1,82,82,82,SYNTHETIC_AUGMENTED
COHORT_3691,TAMIL__DC_04,CS,CPC_GENERAL,2022,Summons / Appearance,4,118.0,137,137,SYNTHETIC_AUGMENTED
COHORT_3692,TAMIL__DC_04,CS,CPC_GENERAL,2024,Evidence / Argument,1,231,231,231,SYNTHETIC_AUGMENTED
COHORT_3693,TAMIL__DC_04,CS,CPC_GENERAL,2024,Filing / Registration,1,12,12,12,SYNTHETIC_AUGMENTED
COHORT_3694,TAMIL__DC_04,CS,CPC_GENERAL,2024,Summons / Appearance,2,130.5,113,113,SYNTHETIC_AUGMENTED
COHORT_3695,TAMIL__DC_04,MACA,MOTOR_ACCIDENT,2020,Final Arguments / Judgment,1,35,35,35,SYNTHETIC_AUGMENTED
COHORT_3696,TAMIL__DC_04,MACA,MOTOR_ACCIDENT,2020,Pleadings / Issues,1,93,93,93,SYNTHETIC_AUGMENTED
COHORT_3697,TAMIL__DC_04,MACA,MOTOR_ACCIDENT,2020,Summons / Appearance,1,103,103,103,SYNTHETIC_AUGMENTED
COHORT_3698,TAMIL__DC_04,MACA,MOTOR_ACCIDENT,2022,Pleadings / Issues,1,107,107,107,SYNTHETIC_AUGMENTED
COHORT_3699,TAMIL__DC_04,WP_C,WRIT_GENERAL,2018,Evidence / Argument,1,206,206,206,SYNTHETIC_AUGMENTED
COHORT_3700,TAMIL__DC_04,WP_C,WRIT_GENERAL,2020,Evidence / Argument,1,269,269,269,SYNTHETIC_AUGMENTED
COHORT_3701,TAMIL__DC_04,WP_C,WRIT_GENERAL,2022,Evidence / Argument,1,98,98,98,SYNTHETIC_AUGMENTED
COHORT_3702,TAMIL__DC_04,WP_C,WRIT_GENERAL,2022,Final Arguments / Judgment,1,80,80,80,SYNTHETIC_AUGMENTED
COHORT_3703,TAMIL__DC_04,WP_C,WRIT_GENERAL,2022,Pleadings / Issues,1,144,144,144,SYNTHETIC_AUGMENTED
COHORT_3704,TAMIL__DC_04,WP_C,WRIT_GENERAL,2022,Summons / Appearance,1,379,379,379,SYNTHETIC_AUGMENTED
COHORT_3705,TAMIL__DC_04,WP_C,WRIT_GENERAL,2024,Evidence / Argument,2,155.0,135,135,SYNTHETIC_AUGMENTED
COHORT_3706,TAMIL__DC_05,BA,BAIL_GENERAL,2018,Evidence / Argument,1,286,286,286,SYNTHETIC_AUGMENTED
COHORT_3707,TAMIL__DC_05,BA,BAIL_GENERAL,2018,Summons / Appearance,2,254.5,123,123,SYNTHETIC_AUGMENTED
COHORT_3708,TAMIL__DC_05,BA,BAIL_GENERAL,2020,Pleadings / Issues,1,89,89,89,SYNTHETIC_AUGMENTED
COHORT_3709,TAMIL__DC_05,BA,BAIL_GENERAL,2022,Evidence / Argument,4,152.0,159,159,SYNTHETIC_AUGMENTED
COHORT_3710,TAMIL__DC_05,BA,BAIL_GENERAL,2022,Filing / Registration,1,16,16,16,SYNTHETIC_AUGMENTED
COHORT_3711,TAMIL__DC_05,BA,BAIL_GENERAL,2022,Final Arguments / Judgment,1,39,39,39,SYNTHETIC_AUGMENTED
COHORT_3712,TAMIL__DC_05,BA,BAIL_GENERAL,2022,Pleadings / Issues,3,102,102,102,SYNTHETIC_AUGMENTED
COHORT_3713,TAMIL__DC_05,BA,BAIL_GENERAL,2022,Summons / Appearance,4,144.5,194,194,SYNTHETIC_AUGMENTED
COHORT_3714,TAMIL__DC_05,BA,BAIL_GENERAL,2024,Pleadings / Issues,1,85,85,85,SYNTHETIC_AUGMENTED
COHORT_3715,TAMIL__DC_05,BA,BAIL_GENERAL,2024,Summons / Appearance,2,32.0,21,21,SYNTHETIC_AUGMENTED
COHORT_3716,TAMIL__DC_05,CRL_A,CRIMINAL_APPEAL,2018,Summons / Appearance,2,137.0,87,87,SYNTHETIC_AUGMENTED
COHORT_3717,TAMIL__DC_05,CRL_A,CRIMINAL_APPEAL,2020,Evidence / Argument,2,212.0,81,81,SYNTHETIC_AUGMENTED
COHORT_3718,TAMIL__DC_05,CRL_A,CRIMINAL_APPEAL,2020,Final Arguments / Judgment,1,41,41,41,SYNTHETIC_AUGMENTED
COHORT_3719,TAMIL__DC_05,CRL_A,CRIMINAL_APPEAL,2020,Pleadings / Issues,1,67,67,67,SYNTHETIC_AUGMENTED
COHORT_3720,TAMIL__DC_05,CRL_A,CRIMINAL_APPEAL,2020,Summons / Appearance,1,125,125,125,SYNTHETIC_AUGMENTED
COHORT_3721,TAMIL__DC_05,CRL_A,CRIMINAL_APPEAL,2022,Evidence / Argument,1,178,178,178,SYNTHETIC_AUGMENTED
COHORT_3722,TAMIL__DC_05,CRL_A,CRIMINAL_APPEAL,2022,Final Arguments / Judgment,2,58.0,50,50,SYNTHETIC_AUGMENTED
COHORT_3723,TAMIL__DC_05,CRL_A,CRIMINAL_APPEAL,2022,Pleadings / Issues,1,64,64,64,SYNTHETIC_AUGMENTED
COHORT_3724,TAMIL__DC_05,CRL_A,CRIMINAL_APPEAL,2022,Summons / Appearance,3,57,57,57,SYNTHETIC_AUGMENTED
COHORT_3725,TAMIL__DC_05,CRL_A,CRIMINAL_APPEAL,2024,Evidence / Argument,1,209,209,209,SYNTHETIC_AUGMENTED
COHORT_3726,TAMIL__DC_05,CS,CPC_GENERAL,2020,Evidence / Argument,1,420,420,420,SYNTHETIC_AUGMENTED
COHORT_3727,TAMIL__DC_05,CS,CPC_GENERAL,2020,Filing / Registration,1,24,24,24,SYNTHETIC_AUGMENTED
COHORT_3728,TAMIL__DC_05,CS,CPC_GENERAL,2020,Final Arguments / Judgment,1,25,25,25,SYNTHETIC_AUGMENTED
COHORT_3729,TAMIL__DC_05,CS,CPC_GENERAL,2020,Pleadings / Issues,2,221.0,129,129,SYNTHETIC_AUGMENTED
COHORT_3730,TAMIL__DC_05,CS,CPC_GENERAL,2022,Pleadings / Issues,2,155.5,138,138,SYNTHETIC_AUGMENTED
COHORT_3731,TAMIL__DC_05,CS,CPC_GENERAL,2022,Summons / Appearance,3,190,190,190,SYNTHETIC_AUGMENTED
COHORT_3732,TAMIL__DC_05,CS,CPC_GENERAL,2024,Evidence / Argument,1,179,179,179,SYNTHETIC_AUGMENTED
COHORT_3733,TAMIL__DC_05,CS,CPC_GENERAL,2024,Filing / Registration,2,16.0,15,15,SYNTHETIC_AUGMENTED
COHORT_3734,TAMIL__DC_05,MACA,MOTOR_ACCIDENT,2018,Final Arguments / Judgment,1,53,53,53,SYNTHETIC_AUGMENTED
COHORT_3735,TAMIL__DC_05,MACA,MOTOR_ACCIDENT,2022,Evidence / Argument,1,101,101,101,SYNTHETIC_AUGMENTED
COHORT_3736,TAMIL__DC_05,MACA,MOTOR_ACCIDENT,2022,Summons / Appearance,1,415,415,415,SYNTHETIC_AUGMENTED
COHORT_3737,TAMIL__DC_05,MACA,MOTOR_ACCIDENT,2024,Filing / Registration,1,51,51,51,SYNTHETIC_AUGMENTED
COHORT_3738,TAMIL__DC_05,MACA,MOTOR_ACCIDENT,2024,Pleadings / Issues,1,64,64,64,SYNTHETIC_AUGMENTED
COHORT_3739,TAMIL__DC_05,WP_C,WRIT_GENERAL,2018,Evidence / Argument,1,232,232,232,SYNTHETIC_AUGMENTED
COHORT_3740,TAMIL__DC_05,WP_C,WRIT_GENERAL,2020,Final Arguments / Judgment,1,36,36,36,SYNTHETIC_AUGMENTED
COHORT_3741,TAMIL__DC_05,WP_C,WRIT_GENERAL,2020,Pleadings / Issues,1,112,112,112,SYNTHETIC_AUGMENTED
COHORT_3742,TAMIL__DC_05,WP_C,WRIT_GENERAL,2022,Evidence / Argument,1,161,161,161,SYNTHETIC_AUGMENTED
COHORT_3743,TAMIL__DC_05,WP_C,WRIT_GENERAL,2022,Final Arguments / Judgment,1,73,73,73,SYNTHETIC_AUGMENTED
COHORT_3744,TAMIL__DC_05,WP_C,WRIT_GENERAL,2022,Pleadings / Issues,1,108,108,108,SYNTHETIC_AUGMENTED
COHORT_3745,TAMIL__DC_05,WP_C,WRIT_GENERAL,2022,Summons / Appearance,3,77,77,77,SYNTHETIC_AUGMENTED
COHORT_3746,TAMIL__DC_05,WP_C,WRIT_GENERAL,2024,Filing / Registration,1,12,12,12,SYNTHETIC_AUGMENTED
COHORT_3747,TAMIL__DC_05,WP_C,WRIT_GENERAL,2024,Pleadings / Issues,1,151,151,151,SYNTHETIC_AUGMENTED
COHORT_3748,TAMIL__DC_05,WP_C,WRIT_GENERAL,2024,Summons / Appearance,1,83,83,83,SYNTHETIC_AUGMENTED
COHORT_3749,TELANG_DC_01,BA,BAIL_GENERAL,2018,Filing / Registration,1,18,18,18,SYNTHETIC_AUGMENTED
COHORT_3750,TELANG_DC_01,BA,BAIL_GENERAL,2018,Pleadings / Issues,1,117,117,117,SYNTHETIC_AUGMENTED
COHORT_3751,TELANG_DC_01,BA,BAIL_GENERAL,2018,Summons / Appearance,1,49,49,49,SYNTHETIC_AUGMENTED
COHORT_3752,TELANG_DC_01,BA,BAIL_GENERAL,2020,Pleadings / Issues,2,123.5,120,120,SYNTHETIC_AUGMENTED
COHORT_3753,TELANG_DC_01,BA,BAIL_GENERAL,2020,Summons / Appearance,1,204,204,204,SYNTHETIC_AUGMENTED
COHORT_3754,TELANG_DC_01,BA,BAIL_GENERAL,2022,Evidence / Argument,2,226.0,186,186,SYNTHETIC_AUGMENTED
COHORT_3755,TELANG_DC_01,BA,BAIL_GENERAL,2022,Pleadings / Issues,1,149,149,149,SYNTHETIC_AUGMENTED
COHORT_3756,TELANG_DC_01,BA,BAIL_GENERAL,2022,Summons / Appearance,5,87,98,98,SYNTHETIC_AUGMENTED
COHORT_3757,TELANG_DC_01,BA,BAIL_GENERAL,2024,Evidence / Argument,1,170,170,170,SYNTHETIC_AUGMENTED
COHORT_3758,TELANG_DC_01,BA,BAIL_GENERAL,2024,Final Arguments / Judgment,2,55.5,52,52,SYNTHETIC_AUGMENTED
COHORT_3759,TELANG_DC_01,CRL_A,CRIMINAL_APPEAL,2018,Evidence / Argument,1,418,418,418,SYNTHETIC_AUGMENTED
COHORT_3760,TELANG_DC_01,CRL_A,CRIMINAL_APPEAL,2020,Evidence / Argument,2,168.0,156,156,SYNTHETIC_AUGMENTED
COHORT_3761,TELANG_DC_01,CRL_A,CRIMINAL_APPEAL,2020,Summons / Appearance,1,54,54,54,SYNTHETIC_AUGMENTED
COHORT_3762,TELANG_DC_01,CRL_A,CRIMINAL_APPEAL,2022,Evidence / Argument,1,120,120,120,SYNTHETIC_AUGMENTED
COHORT_3763,TELANG_DC_01,CRL_A,CRIMINAL_APPEAL,2022,Filing / Registration,2,22.5,19,19,SYNTHETIC_AUGMENTED
COHORT_3764,TELANG_DC_01,CRL_A,CRIMINAL_APPEAL,2022,Final Arguments / Judgment,1,95,95,95,SYNTHETIC_AUGMENTED
COHORT_3765,TELANG_DC_01,CRL_A,CRIMINAL_APPEAL,2022,Pleadings / Issues,2,204.5,83,83,SYNTHETIC_AUGMENTED
COHORT_3766,TELANG_DC_01,CRL_A,CRIMINAL_APPEAL,2022,Summons / Appearance,1,80,80,80,SYNTHETIC_AUGMENTED
COHORT_3767,TELANG_DC_01,CRL_A,CRIMINAL_APPEAL,2024,Filing / Registration,2,31.5,29,29,SYNTHETIC_AUGMENTED
COHORT_3768,TELANG_DC_01,CS,CPC_GENERAL,2018,Final Arguments / Judgment,1,96,96,96,SYNTHETIC_AUGMENTED
COHORT_3769,TELANG_DC_01,CS,CPC_GENERAL,2018,Summons / Appearance,1,295,295,295,SYNTHETIC_AUGMENTED
COHORT_3770,TELANG_DC_01,CS,CPC_GENERAL,2020,Final Arguments / Judgment,1,58,58,58,SYNTHETIC_AUGMENTED
COHORT_3771,TELANG_DC_01,CS,CPC_GENERAL,2020,Pleadings / Issues,1,120,120,120,SYNTHETIC_AUGMENTED
COHORT_3772,TELANG_DC_01,CS,CPC_GENERAL,2020,Summons / Appearance,2,225.5,132,132,SYNTHETIC_AUGMENTED
COHORT_3773,TELANG_DC_01,CS,CPC_GENERAL,2022,Evidence / Argument,2,350.5,255,255,SYNTHETIC_AUGMENTED
COHORT_3774,TELANG_DC_01,CS,CPC_GENERAL,2022,Filing / Registration,2,16.5,13,13,SYNTHETIC_AUGMENTED
COHORT_3775,TELANG_DC_01,CS,CPC_GENERAL,2022,Final Arguments / Judgment,1,174,174,174,SYNTHETIC_AUGMENTED
COHORT_3776,TELANG_DC_01,CS,CPC_GENERAL,2022,Summons / Appearance,3,33,33,33,SYNTHETIC_AUGMENTED
COHORT_3777,TELANG_DC_01,CS,CPC_GENERAL,2024,Evidence / Argument,3,171,171,171,SYNTHETIC_AUGMENTED
COHORT_3778,TELANG_DC_01,CS,CPC_GENERAL,2024,Filing / Registration,1,44,44,44,SYNTHETIC_AUGMENTED
COHORT_3779,TELANG_DC_01,CS,CPC_GENERAL,2024,Final Arguments / Judgment,1,56,56,56,SYNTHETIC_AUGMENTED
COHORT_3780,TELANG_DC_01,CS,CPC_GENERAL,2024,Summons / Appearance,1,324,324,324,SYNTHETIC_AUGMENTED
COHORT_3781,TELANG_DC_01,MACA,MOTOR_ACCIDENT,2018,Pleadings / Issues,1,81,81,81,SYNTHETIC_AUGMENTED
COHORT_3782,TELANG_DC_01,MACA,MOTOR_ACCIDENT,2020,Final Arguments / Judgment,1,113,113,113,SYNTHETIC_AUGMENTED
COHORT_3783,TELANG_DC_01,MACA,MOTOR_ACCIDENT,2022,Final Arguments / Judgment,1,144,144,144,SYNTHETIC_AUGMENTED
COHORT_3784,TELANG_DC_01,MACA,MOTOR_ACCIDENT,2022,Summons / Appearance,1,39,39,39,SYNTHETIC_AUGMENTED
COHORT_3785,TELANG_DC_01,WP_C,WRIT_GENERAL,2018,Final Arguments / Judgment,1,101,101,101,SYNTHETIC_AUGMENTED
COHORT_3786,TELANG_DC_01,WP_C,WRIT_GENERAL,2020,Summons / Appearance,2,136.5,121,121,SYNTHETIC_AUGMENTED
COHORT_3787,TELANG_DC_01,WP_C,WRIT_GENERAL,2022,Evidence / Argument,2,117.5,48,48,SYNTHETIC_AUGMENTED
COHORT_3788,TELANG_DC_01,WP_C,WRIT_GENERAL,2022,Filing / Registration,2,26.0,11,11,SYNTHETIC_AUGMENTED
COHORT_3789,TELANG_DC_01,WP_C,WRIT_GENERAL,2022,Pleadings / Issues,1,108,108,108,SYNTHETIC_AUGMENTED
COHORT_3790,TELANG_DC_01,WP_C,WRIT_GENERAL,2022,Summons / Appearance,2,175.5,162,162,SYNTHETIC_AUGMENTED
COHORT_3791,TELANG_DC_01,WP_C,WRIT_GENERAL,2024,Filing / Registration,1,18,18,18,SYNTHETIC_AUGMENTED
COHORT_3792,TELANG_DC_01,WP_C,WRIT_GENERAL,2024,Pleadings / Issues,1,83,83,83,SYNTHETIC_AUGMENTED
COHORT_3793,TELANG_DC_01,WP_C,WRIT_GENERAL,2024,Summons / Appearance,1,298,298,298,SYNTHETIC_AUGMENTED
COHORT_3794,TELANG_DC_02,BA,BAIL_GENERAL,2018,Final Arguments / Judgment,1,104,104,104,SYNTHETIC_AUGMENTED
COHORT_3795,TELANG_DC_02,BA,BAIL_GENERAL,2020,Pleadings / Issues,1,94,94,94,SYNTHETIC_AUGMENTED
COHORT_3796,TELANG_DC_02,BA,BAIL_GENERAL,2022,Evidence / Argument,2,420.0,418,418,SYNTHETIC_AUGMENTED
COHORT_3797,TELANG_DC_02,BA,BAIL_GENERAL,2022,Filing / Registration,1,22,22,22,SYNTHETIC_AUGMENTED
COHORT_3798,TELANG_DC_02,BA,BAIL_GENERAL,2022,Final Arguments / Judgment,2,125.5,115,115,SYNTHETIC_AUGMENTED
COHORT_3799,TELANG_DC_02,BA,BAIL_GENERAL,2022,Pleadings / Issues,2,68.0,55,55,SYNTHETIC_AUGMENTED
COHORT_3800,TELANG_DC_02,BA,BAIL_GENERAL,2022,Summons / Appearance,5,73,76,76,SYNTHETIC_AUGMENTED
COHORT_3801,TELANG_DC_02,BA,BAIL_GENERAL,2024,Filing / Registration,1,18,18,18,SYNTHETIC_AUGMENTED
COHORT_3802,TELANG_DC_02,BA,BAIL_GENERAL,2024,Pleadings / Issues,1,62,62,62,SYNTHETIC_AUGMENTED
COHORT_3803,TELANG_DC_02,BA,BAIL_GENERAL,2024,Summons / Appearance,2,273.5,208,208,SYNTHETIC_AUGMENTED
COHORT_3804,TELANG_DC_02,CRL_A,CRIMINAL_APPEAL,2020,Evidence / Argument,1,134,134,134,SYNTHETIC_AUGMENTED
COHORT_3805,TELANG_DC_02,CRL_A,CRIMINAL_APPEAL,2022,Evidence / Argument,2,211.5,194,194,SYNTHETIC_AUGMENTED
COHORT_3806,TELANG_DC_02,CRL_A,CRIMINAL_APPEAL,2022,Final Arguments / Judgment,3,78,78,78,SYNTHETIC_AUGMENTED
COHORT_3807,TELANG_DC_02,CRL_A,CRIMINAL_APPEAL,2022,Summons / Appearance,1,280,280,280,SYNTHETIC_AUGMENTED
COHORT_3808,TELANG_DC_02,CRL_A,CRIMINAL_APPEAL,2024,Evidence / Argument,1,231,231,231,SYNTHETIC_AUGMENTED
COHORT_3809,TELANG_DC_02,CRL_A,CRIMINAL_APPEAL,2024,Pleadings / Issues,1,159,159,159,SYNTHETIC_AUGMENTED
COHORT_3810,TELANG_DC_02,CS,CPC_GENERAL,2018,Evidence / Argument,1,344,344,344,SYNTHETIC_AUGMENTED
COHORT_3811,TELANG_DC_02,CS,CPC_GENERAL,2020,Evidence / Argument,4,319.0,376,376,SYNTHETIC_AUGMENTED
COHORT_3812,TELANG_DC_02,CS,CPC_GENERAL,2020,Filing / Registration,1,9,9,9,SYNTHETIC_AUGMENTED
COHORT_3813,TELANG_DC_02,CS,CPC_GENERAL,2020,Summons / Appearance,3,144,144,144,SYNTHETIC_AUGMENTED
COHORT_3814,TELANG_DC_02,CS,CPC_GENERAL,2022,Evidence / Argument,1,297,297,297,SYNTHETIC_AUGMENTED
COHORT_3815,TELANG_DC_02,CS,CPC_GENERAL,2022,Summons / Appearance,1,97,97,97,SYNTHETIC_AUGMENTED
COHORT_3816,TELANG_DC_02,CS,CPC_GENERAL,2024,Evidence / Argument,1,204,204,204,SYNTHETIC_AUGMENTED
COHORT_3817,TELANG_DC_02,CS,CPC_GENERAL,2024,Filing / Registration,1,17,17,17,SYNTHETIC_AUGMENTED
COHORT_3818,TELANG_DC_02,CS,CPC_GENERAL,2024,Final Arguments / Judgment,2,98.5,55,55,SYNTHETIC_AUGMENTED
COHORT_3819,TELANG_DC_02,CS,CPC_GENERAL,2024,Pleadings / Issues,1,115,115,115,SYNTHETIC_AUGMENTED
COHORT_3820,TELANG_DC_02,CS,CPC_GENERAL,2024,Summons / Appearance,2,114.0,87,87,SYNTHETIC_AUGMENTED
COHORT_3821,TELANG_DC_02,MACA,MOTOR_ACCIDENT,2018,Final Arguments / Judgment,1,34,34,34,SYNTHETIC_AUGMENTED
COHORT_3822,TELANG_DC_02,MACA,MOTOR_ACCIDENT,2022,Evidence / Argument,1,166,166,166,SYNTHETIC_AUGMENTED
COHORT_3823,TELANG_DC_02,MACA,MOTOR_ACCIDENT,2022,Final Arguments / Judgment,1,62,62,62,SYNTHETIC_AUGMENTED
COHORT_3824,TELANG_DC_02,WP_C,WRIT_GENERAL,2018,Evidence / Argument,1,288,288,288,SYNTHETIC_AUGMENTED
COHORT_3825,TELANG_DC_02,WP_C,WRIT_GENERAL,2018,Pleadings / Issues,1,139,139,139,SYNTHETIC_AUGMENTED
COHORT_3826,TELANG_DC_02,WP_C,WRIT_GENERAL,2020,Final Arguments / Judgment,1,121,121,121,SYNTHETIC_AUGMENTED
COHORT_3827,TELANG_DC_02,WP_C,WRIT_GENERAL,2020,Summons / Appearance,2,196.5,78,78,SYNTHETIC_AUGMENTED
COHORT_3828,TELANG_DC_02,WP_C,WRIT_GENERAL,2022,Filing / Registration,2,32.5,26,26,SYNTHETIC_AUGMENTED
COHORT_3829,TELANG_DC_02,WP_C,WRIT_GENERAL,2022,Pleadings / Issues,3,107,107,107,SYNTHETIC_AUGMENTED
COHORT_3830,TELANG_DC_02,WP_C,WRIT_GENERAL,2022,Summons / Appearance,1,52,52,52,SYNTHETIC_AUGMENTED
COHORT_3831,TELANG_DC_03,BA,BAIL_GENERAL,2018,Evidence / Argument,1,267,267,267,SYNTHETIC_AUGMENTED
COHORT_3832,TELANG_DC_03,BA,BAIL_GENERAL,2018,Summons / Appearance,1,69,69,69,SYNTHETIC_AUGMENTED
COHORT_3833,TELANG_DC_03,BA,BAIL_GENERAL,2020,Evidence / Argument,1,124,124,124,SYNTHETIC_AUGMENTED
COHORT_3834,TELANG_DC_03,BA,BAIL_GENERAL,2020,Final Arguments / Judgment,1,38,38,38,SYNTHETIC_AUGMENTED
COHORT_3835,TELANG_DC_03,BA,BAIL_GENERAL,2022,Filing / Registration,1,12,12,12,SYNTHETIC_AUGMENTED
COHORT_3836,TELANG_DC_03,BA,BAIL_GENERAL,2022,Final Arguments / Judgment,2,87.5,85,85,SYNTHETIC_AUGMENTED
COHORT_3837,TELANG_DC_03,BA,BAIL_GENERAL,2022,Pleadings / Issues,2,91.5,64,64,SYNTHETIC_AUGMENTED
COHORT_3838,TELANG_DC_03,BA,BAIL_GENERAL,2022,Summons / Appearance,4,197.5,283,283,SYNTHETIC_AUGMENTED
COHORT_3839,TELANG_DC_03,BA,BAIL_GENERAL,2024,Evidence / Argument,2,131.0,129,129,SYNTHETIC_AUGMENTED
COHORT_3840,TELANG_DC_03,BA,BAIL_GENERAL,2024,Filing / Registration,1,52,52,52,SYNTHETIC_AUGMENTED
COHORT_3841,TELANG_DC_03,BA,BAIL_GENERAL,2024,Final Arguments / Judgment,1,53,53,53,SYNTHETIC_AUGMENTED
COHORT_3842,TELANG_DC_03,BA,BAIL_GENERAL,2024,Pleadings / Issues,1,94,94,94,SYNTHETIC_AUGMENTED
COHORT_3843,TELANG_DC_03,BA,BAIL_GENERAL,2024,Summons / Appearance,1,149,149,149,SYNTHETIC_AUGMENTED
COHORT_3844,TELANG_DC_03,CRL_A,CRIMINAL_APPEAL,2018,Evidence / Argument,1,445,445,445,SYNTHETIC_AUGMENTED
COHORT_3845,TELANG_DC_03,CRL_A,CRIMINAL_APPEAL,2018,Pleadings / Issues,1,224,224,224,SYNTHETIC_AUGMENTED
COHORT_3846,TELANG_DC_03,CRL_A,CRIMINAL_APPEAL,2020,Pleadings / Issues,1,53,53,53,SYNTHETIC_AUGMENTED
COHORT_3847,TELANG_DC_03,CRL_A,CRIMINAL_APPEAL,2020,Summons / Appearance,1,33,33,33,SYNTHETIC_AUGMENTED
COHORT_3848,TELANG_DC_03,CRL_A,CRIMINAL_APPEAL,2022,Evidence / Argument,3,312,312,312,SYNTHETIC_AUGMENTED
COHORT_3849,TELANG_DC_03,CRL_A,CRIMINAL_APPEAL,2022,Filing / Registration,2,36.5,28,28,SYNTHETIC_AUGMENTED
COHORT_3850,TELANG_DC_03,CRL_A,CRIMINAL_APPEAL,2022,Pleadings / Issues,2,105.0,91,91,SYNTHETIC_AUGMENTED
COHORT_3851,TELANG_DC_03,CRL_A,CRIMINAL_APPEAL,2022,Summons / Appearance,3,252,252,252,SYNTHETIC_AUGMENTED
COHORT_3852,TELANG_DC_03,CRL_A,CRIMINAL_APPEAL,2024,Pleadings / Issues,1,330,330,330,SYNTHETIC_AUGMENTED
COHORT_3853,TELANG_DC_03,CRL_A,CRIMINAL_APPEAL,2024,Summons / Appearance,1,93,93,93,SYNTHETIC_AUGMENTED
COHORT_3854,TELANG_DC_03,CS,CPC_GENERAL,2018,Summons / Appearance,1,406,406,406,SYNTHETIC_AUGMENTED
COHORT_3855,TELANG_DC_03,CS,CPC_GENERAL,2020,Summons / Appearance,1,128,128,128,SYNTHETIC_AUGMENTED
COHORT_3856,TELANG_DC_03,CS,CPC_GENERAL,2022,Evidence / Argument,3,305,305,305,SYNTHETIC_AUGMENTED
