synthetic_cnr,state,district,court_establishment,case_type,act_section_bucket,tier,filing_date,registration_date,pending_since,filing_year,filing_year_bucket,case_age_days,current_status,current_stage,stage_entered_at,first_hearing_date,next_date,court_bench_id,days_in_current_stage,days_since_substantive_event,adjournment_count,adjournment_streak,judge_change_count,stage_deviation_ratio,cohort_size,cohort_percentile,bottleneck_type,actionability_level,triage_confidence,structural_stall_label,triage_score,is_demo_stalled,is_demo_progressing,data_label,generation_source,evidence_json,explanation_text
SYN/MH/BA/2022/009213,Maharashtra,Varanasi,MAHARA_DC_03,BA,BAIL_GENERAL,district,2022-03-12,2022-03-17,2022-03-17,2022,2022,1618,Pending,Summons / Appearance,2026-07-03,2022-04-01,2026-09-12,SYN-BENCH-10,44,37,0,0,1,0.54,15,100.0,UNKNOWN,LOW,HIGH,0,21.3,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/MH/BA/2022/009213"",""court_establishment"":""MAHARA_DC_03"",""case_type"":""BA"",""current_stage"":""Summons / Appearance"",""filing_date"":""2022-03-12"",""stage_entered_at"":""2026-07-03"",""days_in_current_stage"":44,""cohort_median_days_in_stage"":81,""stage_deviation_ratio"":0.54,""days_since_substantive_event"":37,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":1,""cohort_size"":15,""cohort_age_percentile"":100.0,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""HIGH"",""triage_score"":21.3,""component_scores"":{""structural_deviation"":10.8,""inactivity"":12.33,""age_deviation"":100.0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Summons / Appearance' for 44 days (0.54x cohort median of 81d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/UP/CS/2023/009214,Uttar Pradesh,Varanasi,UTTAR__DC_04,CS,CPC_GENERAL,district,2023-11-12,2023-11-19,2023-11-19,2023,2022,1008,Pending,Evidence / Argument,2025-12-30,2024-01-18,2026-11-02,SYN-BENCH-06,229,14,0,0,1,1.13,10,,UNKNOWN,LOW,LOW,0,7.9,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/UP/CS/2023/009214"",""court_establishment"":""UTTAR__DC_04"",""case_type"":""CS"",""current_stage"":""Evidence / Argument"",""filing_date"":""2023-11-12"",""stage_entered_at"":""2025-12-30"",""days_in_current_stage"":229,""cohort_median_days_in_stage"":203.0,""stage_deviation_ratio"":1.13,""days_since_substantive_event"":14,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":1,""cohort_size"":10,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":7.9,""component_scores"":{""structural_deviation"":22.6,""inactivity"":4.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Evidence / Argument' for 229 days (1.13x cohort median of 203d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/CS/2021/009215,Gujarat,Thane,GUJARA_DC_01,CS,CPC_GENERAL,district,2021-06-12,2021-06-17,2021-06-17,2021,2020,1891,Pending,Evidence / Argument,2026-01-02,2021-07-09,2026-08-25,SYN-BENCH-03,226,124,4,4,1,1.0,1,,REPEATED_ADJOURNMENT,HIGH,LOW,1,44.3,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CS/2021/009215"",""court_establishment"":""GUJARA_DC_01"",""case_type"":""CS"",""current_stage"":""Evidence / Argument"",""filing_date"":""2021-06-12"",""stage_entered_at"":""2026-01-02"",""days_in_current_stage"":226,""cohort_median_days_in_stage"":226,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":124,""adjournment_streak"":4,""adjournment_count"":4,""judge_change_count"":1,""cohort_size"":1,""cohort_age_percentile"":null,""bottleneck_type"":""REPEATED_ADJOURNMENT"",""actionability_level"":""HIGH"",""triage_confidence"":""LOW"",""triage_score"":44.3,""component_scores"":{""structural_deviation"":20.0,""inactivity"":41.33,""age_deviation"":0,""adjournment"":80.0,""actionability"":100}}",Case has been in stage 'Evidence / Argument' for 226 days (1.0x cohort median of 226d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. High administrative actionability.
SYN/OT/WP_C/2024/009216,Gujarat,Thiruvananthapuram,GUJARA_DC_03,WP_C,WRIT_GENERAL,district,2024-02-15,2024-02-22,2024-02-22,2024,2024,913,Pending,Pleadings / Issues,2026-05-15,2024-03-08,2026-08-25,SYN-BENCH-05,93,15,0,0,0,1.18,2,,UNKNOWN,LOW,LOW,0,8.3,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/WP_C/2024/009216"",""court_establishment"":""GUJARA_DC_03"",""case_type"":""WP_C"",""current_stage"":""Pleadings / Issues"",""filing_date"":""2024-02-15"",""stage_entered_at"":""2026-05-15"",""days_in_current_stage"":93,""cohort_median_days_in_stage"":78.5,""stage_deviation_ratio"":1.18,""days_since_substantive_event"":15,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":8.3,""component_scores"":{""structural_deviation"":23.6,""inactivity"":5.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Pleadings / Issues' for 93 days (1.18x cohort median of 78d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/CS/2022/009217,Punjab,Delhi,PUNJAB_DC_04,CS,CPC_GENERAL,district,2022-01-06,2022-01-19,2022-01-19,2022,2022,1683,Pending,Summons / Appearance,2026-06-25,2022-01-28,2026-09-12,SYN-BENCH-01,52,40,0,0,0,1.0,3,,UNKNOWN,LOW,LOW,0,9.3,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CS/2022/009217"",""court_establishment"":""PUNJAB_DC_04"",""case_type"":""CS"",""current_stage"":""Summons / Appearance"",""filing_date"":""2022-01-06"",""stage_entered_at"":""2026-06-25"",""days_in_current_stage"":52,""cohort_median_days_in_stage"":52,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":40,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":3,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":9.3,""component_scores"":{""structural_deviation"":20.0,""inactivity"":13.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Summons / Appearance' for 52 days (1.0x cohort median of 52d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/CRL_A/2022/009218,West Bengal,Pune,WEST_B_DC_01,CRL_A,CRIMINAL_APPEAL,district,2022-02-25,2022-03-04,2022-03-04,2022,2022,1633,Pending,Final Arguments / Judgment,2026-07-15,2022-03-15,2026-10-17,SYN-BENCH-12,32,30,0,0,0,0.59,3,,UNKNOWN,LOW,LOW,0,6.0,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CRL_A/2022/009218"",""court_establishment"":""WEST_B_DC_01"",""case_type"":""CRL_A"",""current_stage"":""Final Arguments / Judgment"",""filing_date"":""2022-02-25"",""stage_entered_at"":""2026-07-15"",""days_in_current_stage"":32,""cohort_median_days_in_stage"":54,""stage_deviation_ratio"":0.59,""days_since_substantive_event"":30,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":3,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":6.0,""component_scores"":{""structural_deviation"":11.8,""inactivity"":10.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Final Arguments / Judgment' for 32 days (0.59x cohort median of 54d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/CS/2022/009219,Bihar,Varanasi,BIHAR_DC_02,CS,CPC_GENERAL,district,2022-10-26,2022-11-07,2022-11-07,2022,2022,1390,Pending,Summons / Appearance,2026-05-12,2022-11-18,2026-10-03,SYN-BENCH-12,96,16,0,0,1,1.0,3,,UNKNOWN,LOW,LOW,0,7.3,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CS/2022/009219"",""court_establishment"":""BIHAR_DC_02"",""case_type"":""CS"",""current_stage"":""Summons / Appearance"",""filing_date"":""2022-10-26"",""stage_entered_at"":""2026-05-12"",""days_in_current_stage"":96,""cohort_median_days_in_stage"":96,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":16,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":1,""cohort_size"":3,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":7.3,""component_scores"":{""structural_deviation"":20.0,""inactivity"":5.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Summons / Appearance' for 96 days (1.0x cohort median of 96d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/DL/CRL_A/2022/009220,Delhi,Guntur,DELHI_DC_01,CRL_A,CRIMINAL_APPEAL,district,2022-11-09,2022-11-17,2022-11-17,2022,2022,1376,Pending,Evidence / Argument,2025-10-15,2023-01-14,2026-09-29,SYN-BENCH-04,305,333,0,0,2,1.52,4,,JUDGE_CHANGE,MEDIUM,LOW,1,44.1,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/DL/CRL_A/2022/009220"",""court_establishment"":""DELHI_DC_01"",""case_type"":""CRL_A"",""current_stage"":""Evidence / Argument"",""filing_date"":""2022-11-09"",""stage_entered_at"":""2025-10-15"",""days_in_current_stage"":305,""cohort_median_days_in_stage"":200.5,""stage_deviation_ratio"":1.52,""days_since_substantive_event"":333,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":2,""cohort_size"":4,""cohort_age_percentile"":null,""bottleneck_type"":""JUDGE_CHANGE"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":44.1,""component_scores"":{""structural_deviation"":30.4,""inactivity"":100.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":50}}",Case has been in stage 'Evidence / Argument' for 305 days (1.52x cohort median of 200d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/OT/BA/2022/009221,Madhya Pradesh,Vijayawada,MADHYA_DC_04,BA,BAIL_GENERAL,district,2022-10-06,2022-10-09,2022-10-09,2022,2022,1410,Pending,Pleadings / Issues,2026-05-29,2022-10-27,2026-10-01,SYN-BENCH-03,79,35,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,8.9,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/BA/2022/009221"",""court_establishment"":""MADHYA_DC_04"",""case_type"":""BA"",""current_stage"":""Pleadings / Issues"",""filing_date"":""2022-10-06"",""stage_entered_at"":""2026-05-29"",""days_in_current_stage"":79,""cohort_median_days_in_stage"":79,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":35,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":1,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":8.9,""component_scores"":{""structural_deviation"":20.0,""inactivity"":11.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Pleadings / Issues' for 79 days (1.0x cohort median of 79d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/MH/WP_C/2022/009222,Maharashtra,Jaipur,MAHARA_DC_02,WP_C,WRIT_GENERAL,district,2022-04-29,2022-05-09,2022-05-09,2022,2022,1570,Pending,Evidence / Argument,2025-03-27,2022-05-23,2026-10-20,SYN-BENCH-06,507,238,1,1,2,1.8,8,,JUDGE_CHANGE,MEDIUM,LOW,1,42.6,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/MH/WP_C/2022/009222"",""court_establishment"":""MAHARA_DC_02"",""case_type"":""WP_C"",""current_stage"":""Evidence / Argument"",""filing_date"":""2022-04-29"",""stage_entered_at"":""2025-03-27"",""days_in_current_stage"":507,""cohort_median_days_in_stage"":281.5,""stage_deviation_ratio"":1.8,""days_since_substantive_event"":238,""adjournment_streak"":1,""adjournment_count"":1,""judge_change_count"":2,""cohort_size"":8,""cohort_age_percentile"":null,""bottleneck_type"":""JUDGE_CHANGE"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":42.6,""component_scores"":{""structural_deviation"":36.0,""inactivity"":79.33,""age_deviation"":0,""adjournment"":20.0,""actionability"":50}}",Case has been in stage 'Evidence / Argument' for 507 days (1.8x cohort median of 282d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/OT/CS/2023/009223,Punjab,Varanasi,PUNJAB_DC_04,CS,CPC_GENERAL,district,2023-02-07,2023-02-12,2023-02-12,2023,2022,1286,Pending,Evidence / Argument,2026-01-28,2023-04-06,2026-10-16,SYN-BENCH-02,200,101,3,3,0,0.9,3,,UNKNOWN,LOW,LOW,1,19.8,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CS/2023/009223"",""court_establishment"":""PUNJAB_DC_04"",""case_type"":""CS"",""current_stage"":""Evidence / Argument"",""filing_date"":""2023-02-07"",""stage_entered_at"":""2026-01-28"",""days_in_current_stage"":200,""cohort_median_days_in_stage"":223,""stage_deviation_ratio"":0.9,""days_since_substantive_event"":101,""adjournment_streak"":3,""adjournment_count"":3,""judge_change_count"":0,""cohort_size"":3,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":19.8,""component_scores"":{""structural_deviation"":18.0,""inactivity"":33.67,""age_deviation"":0,""adjournment"":60.0,""actionability"":0}}",Case has been in stage 'Evidence / Argument' for 200 days (0.9x cohort median of 223d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/KL/CS/2021/009224,Kerala,Thiruvananthapuram,KERALA_DC_01,CS,CPC_GENERAL,district,2021-09-07,2021-09-18,2021-09-18,2021,2020,1804,Pending,Summons / Appearance,2026-02-26,2021-10-04,2026-10-22,SYN-BENCH-02,171,173,0,0,2,0.93,6,,JUDGE_CHANGE,MEDIUM,LOW,1,30.0,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/KL/CS/2021/009224"",""court_establishment"":""KERALA_DC_01"",""case_type"":""CS"",""current_stage"":""Summons / Appearance"",""filing_date"":""2021-09-07"",""stage_entered_at"":""2026-02-26"",""days_in_current_stage"":171,""cohort_median_days_in_stage"":183.0,""stage_deviation_ratio"":0.93,""days_since_substantive_event"":173,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":2,""cohort_size"":6,""cohort_age_percentile"":null,""bottleneck_type"":""JUDGE_CHANGE"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":30.0,""component_scores"":{""structural_deviation"":18.6,""inactivity"":57.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":50}}",Case has been in stage 'Summons / Appearance' for 171 days (0.93x cohort median of 183d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/AP/WP_C/2021/009225,Andhra Pradesh,Thane,ANDHRA_DC_05,WP_C,WRIT_GENERAL,district,2021-09-26,2021-10-04,2021-10-04,2021,2020,1785,Pending,Evidence / Argument,2025-08-15,2021-11-19,2026-09-03,SYN-BENCH-03,366,136,4,4,1,1.07,2,,REPEATED_ADJOURNMENT,HIGH,LOW,1,45.8,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/AP/WP_C/2021/009225"",""court_establishment"":""ANDHRA_DC_05"",""case_type"":""WP_C"",""current_stage"":""Evidence / Argument"",""filing_date"":""2021-09-26"",""stage_entered_at"":""2025-08-15"",""days_in_current_stage"":366,""cohort_median_days_in_stage"":340.5,""stage_deviation_ratio"":1.07,""days_since_substantive_event"":136,""adjournment_streak"":4,""adjournment_count"":4,""judge_change_count"":1,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""REPEATED_ADJOURNMENT"",""actionability_level"":""HIGH"",""triage_confidence"":""LOW"",""triage_score"":45.8,""component_scores"":{""structural_deviation"":21.4,""inactivity"":45.33,""age_deviation"":0,""adjournment"":80.0,""actionability"":100}}",Case has been in stage 'Evidence / Argument' for 366 days (1.07x cohort median of 340d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. High administrative actionability.
SYN/OT/BA/2024/009226,Assam,Kochi,ASSAM_DC_02,BA,BAIL_GENERAL,district,2024-03-02,2024-03-13,2024-03-13,2024,2024,897,Pending,Evidence / Argument,2026-05-15,2024-05-12,2026-09-14,SYN-BENCH-07,93,22,0,0,0,0.43,4,,UNKNOWN,LOW,LOW,0,4.4,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/BA/2024/009226"",""court_establishment"":""ASSAM_DC_02"",""case_type"":""BA"",""current_stage"":""Evidence / Argument"",""filing_date"":""2024-03-02"",""stage_entered_at"":""2026-05-15"",""days_in_current_stage"":93,""cohort_median_days_in_stage"":216.5,""stage_deviation_ratio"":0.43,""days_since_substantive_event"":22,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":4,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":4.4,""component_scores"":{""structural_deviation"":8.6,""inactivity"":7.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Evidence / Argument' for 93 days (0.43x cohort median of 216d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/UP/WP_C/2022/009227,Uttar Pradesh,Pune,UTTAR__DC_03,WP_C,WRIT_GENERAL,district,2022-11-12,2022-11-13,2022-11-13,2022,2022,1373,Pending,Final Arguments / Judgment,2026-06-22,2023-01-04,2026-10-31,SYN-BENCH-12,55,0,0,0,1,0.99,4,,UNKNOWN,LOW,LOW,0,5.9,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/UP/WP_C/2022/009227"",""court_establishment"":""UTTAR__DC_03"",""case_type"":""WP_C"",""current_stage"":""Final Arguments / Judgment"",""filing_date"":""2022-11-12"",""stage_entered_at"":""2026-06-22"",""days_in_current_stage"":55,""cohort_median_days_in_stage"":55.5,""stage_deviation_ratio"":0.99,""days_since_substantive_event"":0,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":1,""cohort_size"":4,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":5.9,""component_scores"":{""structural_deviation"":19.8,""inactivity"":0.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Final Arguments / Judgment' for 55 days (0.99x cohort median of 56d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/KL/CRL_A/2024/009228,Kerala,Lucknow,KERALA_DC_03,CRL_A,CRIMINAL_APPEAL,district,2024-10-15,2024-10-24,2024-10-24,2024,2024,670,Pending,Final Arguments / Judgment,2026-05-24,2024-12-05,2026-09-29,SYN-BENCH-05,84,26,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,8.2,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/KL/CRL_A/2024/009228"",""court_establishment"":""KERALA_DC_03"",""case_type"":""CRL_A"",""current_stage"":""Final Arguments / Judgment"",""filing_date"":""2024-10-15"",""stage_entered_at"":""2026-05-24"",""days_in_current_stage"":84,""cohort_median_days_in_stage"":84,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":26,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":1,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":8.2,""component_scores"":{""structural_deviation"":20.0,""inactivity"":8.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Final Arguments / Judgment' for 84 days (1.0x cohort median of 84d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/MACA/2024/009229,West Bengal,Kochi,WEST_B_DC_03,MACA,MOTOR_ACCIDENT,district,2024-07-30,2024-08-02,2024-08-02,2024,2024,747,Pending,Final Arguments / Judgment,2026-03-30,2024-08-25,2026-10-22,SYN-BENCH-04,139,79,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,1,12.6,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/MACA/2024/009229"",""court_establishment"":""WEST_B_DC_03"",""case_type"":""MACA"",""current_stage"":""Final Arguments / Judgment"",""filing_date"":""2024-07-30"",""stage_entered_at"":""2026-03-30"",""days_in_current_stage"":139,""cohort_median_days_in_stage"":139,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":79,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":1,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":12.6,""component_scores"":{""structural_deviation"":20.0,""inactivity"":26.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Final Arguments / Judgment' for 139 days (1.0x cohort median of 139d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/MH/BA/2021/009230,Maharashtra,Lucknow,MAHARA_DC_03,BA,BAIL_GENERAL,district,2021-09-08,2021-09-23,2021-09-23,2021,2020,1803,Pending,Summons / Appearance,2026-08-11,2021-10-31,2026-09-16,SYN-BENCH-10,5,0,0,0,0,0.02,8,,UNKNOWN,LOW,LOW,0,0.1,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/MH/BA/2021/009230"",""court_establishment"":""MAHARA_DC_03"",""case_type"":""BA"",""current_stage"":""Summons / Appearance"",""filing_date"":""2021-09-08"",""stage_entered_at"":""2026-08-11"",""days_in_current_stage"":5,""cohort_median_days_in_stage"":215.0,""stage_deviation_ratio"":0.02,""days_since_substantive_event"":0,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":8,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":0.1,""component_scores"":{""structural_deviation"":0.4,""inactivity"":0.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Summons / Appearance' for 5 days (0.02x cohort median of 215d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/AP/CS/2023/009231,Andhra Pradesh,Pune,ANDHRA_DC_05,CS,CPC_GENERAL,district,2023-06-20,2023-06-26,2023-06-26,2023,2022,1153,Pending,Summons / Appearance,2026-01-06,2023-07-16,2026-10-19,SYN-BENCH-03,222,101,3,3,1,1.44,13,,SUMMONS_DELAY,HIGH,LOW,1,43.1,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/AP/CS/2023/009231"",""court_establishment"":""ANDHRA_DC_05"",""case_type"":""CS"",""current_stage"":""Summons / Appearance"",""filing_date"":""2023-06-20"",""stage_entered_at"":""2026-01-06"",""days_in_current_stage"":222,""cohort_median_days_in_stage"":154,""stage_deviation_ratio"":1.44,""days_since_substantive_event"":101,""adjournment_streak"":3,""adjournment_count"":3,""judge_change_count"":1,""cohort_size"":13,""cohort_age_percentile"":null,""bottleneck_type"":""SUMMONS_DELAY"",""actionability_level"":""HIGH"",""triage_confidence"":""LOW"",""triage_score"":43.1,""component_scores"":{""structural_deviation"":28.8,""inactivity"":33.67,""age_deviation"":0,""adjournment"":60.0,""actionability"":100}}","Case has been in stage 'Summons / Appearance' for 222 days (1.44x cohort median of 154d). Summons was issued with no return of service recorded over 222 days, resulting in 3 consecutive adjournments. High administrative actionability."
SYN/UP/CS/2022/009232,Uttar Pradesh,Thane,UTTAR__DC_04,CS,CPC_GENERAL,district,2022-10-01,2022-10-08,2022-10-08,2022,2022,1415,Pending,Evidence / Argument,2025-10-05,2022-12-05,2026-09-02,SYN-BENCH-04,315,175,3,3,3,1.55,10,,JUDGE_CHANGE,MEDIUM,LOW,1,32.6,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/UP/CS/2022/009232"",""court_establishment"":""UTTAR__DC_04"",""case_type"":""CS"",""current_stage"":""Evidence / Argument"",""filing_date"":""2022-10-01"",""stage_entered_at"":""2025-10-05"",""days_in_current_stage"":315,""cohort_median_days_in_stage"":203.0,""stage_deviation_ratio"":1.55,""days_since_substantive_event"":175,""adjournment_streak"":3,""adjournment_count"":3,""judge_change_count"":3,""cohort_size"":10,""cohort_age_percentile"":null,""bottleneck_type"":""JUDGE_CHANGE"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":32.6,""component_scores"":{""structural_deviation"":31.0,""inactivity"":29.17,""age_deviation"":0,""adjournment"":60.0,""actionability"":50}}",Case has been in stage 'Evidence / Argument' for 315 days (1.55x cohort median of 203d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/KL/CS/2022/009233,Kerala,Guntur,KERALA_DC_05,CS,CPC_GENERAL,district,2022-10-23,2022-10-25,2022-10-25,2022,2022,1393,Pending,Evidence / Argument,2026-01-29,2022-12-08,2026-09-23,SYN-BENCH-02,199,26,0,0,0,0.56,10,,UNKNOWN,LOW,LOW,0,5.5,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/KL/CS/2022/009233"",""court_establishment"":""KERALA_DC_05"",""case_type"":""CS"",""current_stage"":""Evidence / Argument"",""filing_date"":""2022-10-23"",""stage_entered_at"":""2026-01-29"",""days_in_current_stage"":199,""cohort_median_days_in_stage"":358.0,""stage_deviation_ratio"":0.56,""days_since_substantive_event"":26,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":10,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":5.5,""component_scores"":{""structural_deviation"":11.2,""inactivity"":8.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Evidence / Argument' for 199 days (0.56x cohort median of 358d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
