synthetic_cnr,state,district,court_establishment,case_type,tier,filing_year,case_age_days,current_stage,adjournment_count,judge_change_count,structural_stall_label
SYN/OT/BA/2022/009417,Rajasthan,Jaipur,RAJAST_DC_05,BA,district,2022,1367,Evidence / Argument,0,0,0
SYN/DL/CS/2023/009418,Delhi,Lucknow,DELHI_DC_02,CS,district,2023,989,Pleadings / Issues,1,0,0
SYN/OT/CS/2022/009419,Rajasthan,Jaipur,RAJAST_DC_04,CS,district,2022,1639,Summons / Appearance,3,0,0
SYN/OT/BA/2023/009420,Bihar,Jaipur,BIHAR_DC_02,BA,district,2023,1044,Summons / Appearance,6,3,1
SYN/OT/BA/2022/009421,Madhya Pradesh,Pune,MADHYA_DC_05,BA,district,2022,1383,Final Arguments / Judgment,0,2,1
SYN/OT/BA/2024/009422,Telangana,Bhopal,TELANG_DC_04,BA,district,2024,672,Filing / Registration,2,1,0
SYN/OT/WP_C/2023/009423,Odisha,Kolkata,ODISHA_DC_01,WP_C,district,2023,1277,Summons / Appearance,1,0,0
SYN/KL/BA/2023/009424,Kerala,Delhi,KERALA_DC_01,BA,district,2023,1214,Final Arguments / Judgment,0,0,0
SYN/MH/BA/2022/009425,Maharashtra,Lucknow,MAHARA_DC_03,BA,district,2022,1554,Summons / Appearance,3,0,1
SYN/AP/CS/2023/009426,Andhra Pradesh,Delhi,ANDHRA_DC_05,CS,district,2023,1068,Pleadings / Issues,2,1,0
SYN/OT/WP_C/2023/009427,Bihar,Delhi,BIHAR_DC_04,WP_C,district,2023,1022,Summons / Appearance,2,0,0
SYN/KL/WP_C/2021/009428,Kerala,Thiruvananthapuram,KERALA_DC_01,WP_C,district,2021,1846,Summons / Appearance,2,0,0
SYN/DL/WP_C/2023/009429,Delhi,Vijayawada,DELHI_DC_02,WP_C,district,2023,1246,Pleadings / Issues,2,2,1
SYN/UP/CS/2020/009430,Uttar Pradesh,Vijayawada,UTTAR__DC_03,CS,district,2020,2238,Pleadings / Issues,2,1,1
SYN/OT/BA/2019/009431,Madhya Pradesh,Kolkata,MADHYA_DC_01,BA,district,2019,2666,Filing / Registration,1,0,0
SYN/OT/CS/2021/009432,Rajasthan,Kochi,RAJAST_DC_04,CS,district,2021,1932,Pleadings / Issues,2,2,1
SYN/KL/BA/2020/009433,Kerala,Vijayawada,KERALA_DC_01,BA,district,2020,2258,Final Arguments / Judgment,0,0,0
SYN/OT/WP_C/2024/009434,Punjab,Kochi,PUNJAB_DC_01,WP_C,district,2024,614,Summons / Appearance,4,0,0
SYN/OT/MACA/2021/009435,Gujarat,Vijayawada,GUJARA_DC_05,MACA,district,2021,1767,Summons / Appearance,4,0,0
SYN/OT/BA/2023/009436,Chhattisgarh,Guntur,CHHATT_DC_03,BA,district,2023,1142,Pleadings / Issues,1,0,1
SYN/OT/BA/2023/009437,Tamil Nadu,Thane,TAMIL__DC_05,BA,district,2023,1075,Pleadings / Issues,3,0,0
SYN/OT/BA/2022/009438,Gujarat,Thiruvananthapuram,GUJARA_DC_05,BA,district,2022,1338,Evidence / Argument,1,1,1
SYN/KL/BA/2021/009439,Kerala,Vijayawada,KERALA_DC_04,BA,district,2021,1820,Final Arguments / Judgment,4,2,1
SYN/OT/CS/2024/009440,Gujarat,Thiruvananthapuram,GUJARA_DC_01,CS,district,2024,629,Summons / Appearance,1,1,0
SYN/DL/BA/2021/009441,Delhi,Guntur,DELHI_DC_05,BA,district,2021,1772,Summons / Appearance,1,0,0
SYN/OT/BA/2023/009442,Punjab,Bhopal,PUNJAB_DC_03,BA,district,2023,999,Filing / Registration,2,1,0
SYN/UP/CRL_A/2024/009443,Uttar Pradesh,Jaipur,UTTAR__DC_03,CRL_A,district,2024,829,Pleadings / Issues,2,4,1
SYN/AP/CS/2022/009444,Andhra Pradesh,Varanasi,ANDHRA_DC_03,CS,district,2022,1686,Summons / Appearance,2,2,1
SYN/OT/BA/2023/009445,Odisha,Lucknow,ODISHA_DC_03,BA,district,2023,1124,Pleadings / Issues,1,1,0
SYN/OT/MACA/2022/009446,Telangana,Kolkata,TELANG_DC_05,MACA,district,2022,1532,Summons / Appearance,5,1,1
SYN/UP/CS/2020/009447,Uttar Pradesh,Thiruvananthapuram,UTTAR__DC_02,CS,district,2020,2241,Summons / Appearance,0,0,0
SYN/OT/CRL_A/2022/009448,Assam,Lucknow,ASSAM_DC_05,CRL_A,district,2022,1458,Summons / Appearance,3,1,1
SYN/OT/WP_C/2021/009449,Telangana,Thane,TELANG_DC_05,WP_C,district,2021,2031,Summons / Appearance,4,0,0
SYN/OT/CRL_A/2023/009450,Karnataka,Bhopal,KARNAT_DC_01,CRL_A,district,2023,1102,Pleadings / Issues,0,0,0
SYN/MH/WP_C/2021/009451,Maharashtra,Kolkata,MAHARA_DC_05,WP_C,district,2021,1917,Summons / Appearance,1,0,0
SYN/UP/CRL_A/2020/009452,Uttar Pradesh,Vijayawada,UTTAR__DC_05,CRL_A,district,2020,2182,Pleadings / Issues,1,0,0
SYN/OT/CRL_A/2021/009453,Punjab,Guntur,PUNJAB_DC_04,CRL_A,district,2021,1732,Summons / Appearance,4,1,1
SYN/AP/CRL_A/2023/009454,Andhra Pradesh,Pune,ANDHRA_DC_04,CRL_A,district,2023,1110,Evidence / Argument,1,0,0
SYN/OT/BA/2021/009455,Telangana,Lucknow,TELANG_DC_05,BA,district,2021,1817,Evidence / Argument,1,1,1
SYN/AP/WP_C/2024/009456,Andhra Pradesh,Vijayawada,ANDHRA_DC_04,WP_C,district,2024,830,Filing / Registration,3,1,1
SYN/OT/CS/2024/009457,Tamil Nadu,Kolkata,TAMIL__DC_04,CS,district,2024,660,Summons / Appearance,4,2,1
SYN/DL/WP_C/2023/009458,Delhi,Bhopal,DELHI_DC_01,WP_C,district,2023,1003,Summons / Appearance,4,3,1
SYN/MH/BA/2020/009459,Maharashtra,Delhi,MAHARA_DC_03,BA,district,2020,2237,Summons / Appearance,5,2,1
SYN/AP/BA/2024/009460,Andhra Pradesh,Pune,ANDHRA_DC_04,BA,district,2024,720,Evidence / Argument,1,1,0
SYN/AP/CRL_A/2019/009461,Andhra Pradesh,Kochi,ANDHRA_DC_02,CRL_A,district,2019,2536,Evidence / Argument,2,0,0
SYN/OT/WP_C/2023/009462,Punjab,Guntur,PUNJAB_DC_03,WP_C,district,2023,1052,Final Arguments / Judgment,1,2,1
SYN/DL/CS/2022/009463,Delhi,Thiruvananthapuram,DELHI_DC_03,CS,district,2022,1458,Summons / Appearance,3,0,0
SYN/AP/CS/2023/009464,Andhra Pradesh,Varanasi,ANDHRA_DC_05,CS,district,2023,1147,Final Arguments / Judgment,2,0,0
SYN/MH/CS/2022/009465,Maharashtra,Vijayawada,MAHARA_DC_01,CS,district,2022,1614,Summons / Appearance,1,1,0
SYN/UP/CS/2023/009466,Uttar Pradesh,Guntur,UTTAR__DC_02,CS,district,2023,1006,Evidence / Argument,1,0,0
SYN/OT/WP_C/2024/009467,Madhya Pradesh,Thane,MADHYA_DC_02,WP_C,district,2024,811,Evidence / Argument,3,1,0
SYN/OT/CRL_A/2023/009468,Telangana,Varanasi,TELANG_DC_01,CRL_A,district,2023,1267,Summons / Appearance,1,0,0
SYN/OT/CRL_A/2021/009469,Karnataka,Thiruvananthapuram,KARNAT_DC_03,CRL_A,district,2021,2024,Evidence / Argument,2,0,1
SYN/KL/CRL_A/2023/009470,Kerala,Thiruvananthapuram,KERALA_DC_02,CRL_A,district,2023,1122,Evidence / Argument,1,1,1
SYN/MH/CRL_A/2019/009471,Maharashtra,Bhopal,MAHARA_DC_03,CRL_A,district,2019,2676,Summons / Appearance,2,2,1
SYN/AP/CRL_A/2024/009472,Andhra Pradesh,Bhopal,ANDHRA_DC_01,CRL_A,district,2024,781,Pleadings / Issues,3,4,1
SYN/MH/CS/2023/009473,Maharashtra,Kolkata,MAHARA_DC_04,CS,district,2023,1283,Evidence / Argument,4,1,1
SYN/OT/WP_C/2020/009474,Bihar,Vijayawada,BIHAR_DC_02,WP_C,district,2020,2056,Final Arguments / Judgment,1,4,1
SYN/KL/MACA/2024/009475,Kerala,Kolkata,KERALA_DC_02,MACA,district,2024,777,Filing / Registration,2,1,1
SYN/OT/CRL_A/2023/009476,Punjab,Delhi,PUNJAB_DC_05,CRL_A,district,2023,1181,Pleadings / Issues,2,0,0
SYN/MH/CRL_A/2024/009477,Maharashtra,Vijayawada,MAHARA_DC_04,CRL_A,district,2024,646,Evidence / Argument,3,0,0
SYN/MH/BA/2020/009478,Maharashtra,Vijayawada,MAHARA_DC_04,BA,district,2020,2067,Summons / Appearance,5,0,0
SYN/UP/CS/2020/009479,Uttar Pradesh,Kochi,UTTAR__DC_01,CS,district,2020,2154,Pleadings / Issues,2,0,0
SYN/UP/CS/2024/009480,Uttar Pradesh,Guntur,UTTAR__DC_03,CS,district,2024,726,Evidence / Argument,2,0,0
SYN/DL/BA/2022/009481,Delhi,Bhopal,DELHI_DC_04,BA,district,2022,1334,Final Arguments / Judgment,2,4,1
SYN/OT/CRL_A/2024/009482,Madhya Pradesh,Kolkata,MADHYA_DC_02,CRL_A,district,2024,777,Final Arguments / Judgment,0,0,0
SYN/MH/CS/2024/009483,Maharashtra,Pune,MAHARA_DC_02,CS,district,2024,785,Summons / Appearance,2,0,0
SYN/KL/CS/2023/009484,Kerala,Kochi,KERALA_DC_04,CS,district,2023,1235,Summons / Appearance,1,1,0
SYN/OT/CRL_A/2022/009485,Telangana,Thiruvananthapuram,TELANG_DC_01,CRL_A,district,2022,1374,Filing / Registration,2,1,1
SYN/OT/WP_C/2024/009486,Jharkhand,Kolkata,JHARKH_DC_02,WP_C,district,2024,945,Evidence / Argument,0,0,0
SYN/OT/BA/2022/009487,Jharkhand,Lucknow,JHARKH_DC_01,BA,district,2022,1366,Pleadings / Issues,2,0,0
SYN/OT/CS/2024/009488,Haryana,Thiruvananthapuram,HARYAN_DC_05,CS,district,2024,651,Pleadings / Issues,1,0,0
SYN/UP/CS/2024/009489,Uttar Pradesh,Vijayawada,UTTAR__DC_01,CS,district,2024,661,Summons / Appearance,5,3,1
SYN/UP/CS/2023/009490,Uttar Pradesh,Kochi,UTTAR__DC_01,CS,district,2023,1106,Pleadings / Issues,2,2,1
SYN/AP/CRL_A/2023/009491,Andhra Pradesh,Thiruvananthapuram,ANDHRA_DC_01,CRL_A,district,2023,1031,Summons / Appearance,2,0,0
SYN/MH/CS/2020/009492,Maharashtra,Guntur,MAHARA_DC_03,CS,district,2020,2140,Summons / Appearance,3,1,1
SYN/UP/CS/2024/009493,Uttar Pradesh,Guntur,UTTAR__DC_05,CS,district,2024,653,Pleadings / Issues,2,0,0
SYN/OT/CRL_A/2020/009494,Karnataka,Guntur,KARNAT_DC_03,CRL_A,district,2020,2080,Evidence / Argument,1,0,0
SYN/OT/BA/2020/009495,Haryana,Kochi,HARYAN_DC_01,BA,district,2020,2163,Summons / Appearance,4,4,1
SYN/MH/CS/2022/009496,Maharashtra,Guntur,MAHARA_DC_05,CS,district,2022,1682,Final Arguments / Judgment,0,2,1
SYN/OT/MACA/2024/009497,Karnataka,Bhopal,KARNAT_DC_03,MACA,district,2024,691,Evidence / Argument,1,2,1
SYN/OT/WP_C/2023/009498,Telangana,Lucknow,TELANG_DC_02,WP_C,district,2023,1048,Pleadings / Issues,3,0,0
SYN/OT/WP_C/2021/009499,Telangana,Lucknow,TELANG_DC_01,WP_C,district,2021,1813,Summons / Appearance,3,1,1
SYN/KL/CS/2024/009500,Kerala,Thane,KERALA_DC_03,CS,district,2024,946,Pleadings / Issues,1,4,1
SYN/MH/CRL_A/2022/009501,Maharashtra,Thiruvananthapuram,MAHARA_DC_02,CRL_A,district,2022,1496,Evidence / Argument,2,0,1
SYN/KL/BA/2022/009502,Kerala,Kolkata,KERALA_DC_02,BA,district,2022,1459,Filing / Registration,0,0,0
SYN/OT/WP_C/2019/009503,Chhattisgarh,Kochi,CHHATT_DC_01,WP_C,district,2019,2714,Summons / Appearance,4,0,1
SYN/OT/BA/2024/009504,Bihar,Pune,BIHAR_DC_03,BA,district,2024,700,Summons / Appearance,0,0,0
SYN/OT/CS/2023/009505,Madhya Pradesh,Thane,MADHYA_DC_02,CS,district,2023,1069,Pleadings / Issues,0,2,1
SYN/OT/WP_C/2020/009506,Odisha,Kochi,ODISHA_DC_03,WP_C,district,2020,2368,Summons / Appearance,3,0,1
SYN/OT/BA/2022/009507,Assam,Thane,ASSAM_DC_04,BA,district,2022,1615,Evidence / Argument,0,0,0
SYN/OT/BA/2022/009508,Jharkhand,Lucknow,JHARKH_DC_04,BA,district,2022,1434,Summons / Appearance,2,0,0
SYN/MH/BA/2019/009509,Maharashtra,Delhi,MAHARA_DC_05,BA,district,2019,2669,Pleadings / Issues,1,1,0
SYN/AP/WP_C/2024/009510,Andhra Pradesh,Thiruvananthapuram,ANDHRA_DC_02,WP_C,district,2024,913,Summons / Appearance,4,1,1
SYN/MH/CS/2023/009511,Maharashtra,Kochi,MAHARA_DC_02,CS,district,2023,1090,Evidence / Argument,3,0,1
SYN/UP/BA/2023/009512,Uttar Pradesh,Kolkata,UTTAR__DC_04,BA,district,2023,1307,Final Arguments / Judgment,0,2,1
SYN/AP/WP_C/2022/009513,Andhra Pradesh,Kochi,ANDHRA_DC_04,WP_C,district,2022,1567,Evidence / Argument,1,1,0
SYN/OT/CS/2020/009514,Gujarat,Kolkata,GUJARA_DC_01,CS,district,2020,2058,Summons / Appearance,6,0,1
SYN/OT/CRL_A/2022/009515,Tamil Nadu,Bhopal,TAMIL__DC_05,CRL_A,district,2022,1388,Summons / Appearance,2,1,0
SYN/UP/WP_C/2021/009516,Uttar Pradesh,Lucknow,UTTAR__DC_05,WP_C,district,2021,1732,Filing / Registration,0,1,1
SYN/OT/CS/2022/009517,Madhya Pradesh,Lucknow,MADHYA_DC_01,CS,district,2022,1512,Pleadings / Issues,0,0,0
SYN/OT/MACA/2020/009518,Bihar,Lucknow,BIHAR_DC_03,MACA,district,2020,2137,Pleadings / Issues,1,0,0
SYN/KL/MACA/2024/009519,Kerala,Delhi,KERALA_DC_03,MACA,district,2024,927,Final Arguments / Judgment,0,0,0
SYN/KL/BA/2020/009520,Kerala,Thiruvananthapuram,KERALA_DC_05,BA,district,2020,2066,Summons / Appearance,3,2,1
SYN/OT/BA/2024/009521,Punjab,Kochi,PUNJAB_DC_01,BA,district,2024,825,Evidence / Argument,2,1,0
SYN/OT/BA/2021/009522,Rajasthan,Delhi,RAJAST_DC_05,BA,district,2021,1754,Final Arguments / Judgment,2,1,1
SYN/UP/WP_C/2024/009523,Uttar Pradesh,Jaipur,UTTAR__DC_05,WP_C,district,2024,636,Evidence / Argument,2,0,0
SYN/KL/WP_C/2021/009524,Kerala,Lucknow,KERALA_DC_04,WP_C,district,2021,1902,Summons / Appearance,5,1,1
SYN/OT/BA/2024/009525,Karnataka,Pune,KARNAT_DC_03,BA,district,2024,718,Pleadings / Issues,0,0,0
SYN/OT/CS/2020/009526,Telangana,Kolkata,TELANG_DC_02,CS,district,2020,2307,Evidence / Argument,0,2,1
SYN/UP/CS/2024/009527,Uttar Pradesh,Lucknow,UTTAR__DC_03,CS,district,2024,850,Summons / Appearance,5,1,1
SYN/MH/CRL_A/2019/009528,Maharashtra,Vijayawada,MAHARA_DC_03,CRL_A,district,2019,2609,Summons / Appearance,3,0,0
SYN/OT/WP_C/2023/009529,Assam,Lucknow,ASSAM_DC_05,WP_C,district,2023,1214,Summons / Appearance,2,0,0
SYN/OT/BA/2024/009530,Odisha,Vijayawada,ODISHA_DC_05,BA,district,2024,938,Filing / Registration,4,0,0
SYN/MH/CRL_A/2022/009531,Maharashtra,Thane,MAHARA_DC_03,CRL_A,district,2022,1564,Summons / Appearance,1,1,0
SYN/UP/WP_C/2023/009532,Uttar Pradesh,Delhi,UTTAR__DC_04,WP_C,district,2023,1015,Pleadings / Issues,4,0,1
SYN/OT/BA/2023/009533,Madhya Pradesh,Delhi,MADHYA_DC_03,BA,district,2023,1104,Summons / Appearance,6,2,1
SYN/OT/WP_C/2019/009534,Gujarat,Lucknow,GUJARA_DC_05,WP_C,district,2019,2626,Evidence / Argument,3,0,1
SYN/MH/CS/2021/009535,Maharashtra,Pune,MAHARA_DC_01,CS,district,2021,1761,Evidence / Argument,2,1,1
SYN/KL/CRL_A/2024/009536,Kerala,Kolkata,KERALA_DC_03,CRL_A,district,2024,877,Pleadings / Issues,1,0,0
SYN/UP/CRL_A/2021/009537,Uttar Pradesh,Delhi,UTTAR__DC_05,CRL_A,district,2021,2023,Evidence / Argument,2,0,0
SYN/OT/CS/2021/009538,Odisha,Thane,ODISHA_DC_01,CS,district,2021,1942,Summons / Appearance,2,1,1
SYN/UP/CS/2023/009539,Uttar Pradesh,Kochi,UTTAR__DC_05,CS,district,2023,1268,Evidence / Argument,4,1,1
SYN/DL/CS/2020/009540,Delhi,Bhopal,DELHI_DC_01,CS,district,2020,2260,Pleadings / Issues,0,0,0
SYN/MH/CS/2024/009541,Maharashtra,Varanasi,MAHARA_DC_01,CS,district,2024,857,Summons / Appearance,3,0,0
SYN/UP/CRL_A/2022/009542,Uttar Pradesh,Kochi,UTTAR__DC_04,CRL_A,district,2022,1473,Summons / Appearance,3,0,0
SYN/AP/WP_C/2024/009543,Andhra Pradesh,Lucknow,ANDHRA_DC_03,WP_C,district,2024,818,Final Arguments / Judgment,0,0,0
SYN/KL/WP_C/2024/009544,Kerala,Kochi,KERALA_DC_02,WP_C,district,2024,848,Evidence / Argument,3,0,0
SYN/MH/BA/2022/009545,Maharashtra,Delhi,MAHARA_DC_05,BA,district,2022,1557,Final Arguments / Judgment,4,0,1
SYN/KL/BA/2020/009546,Kerala,Thane,KERALA_DC_01,BA,district,2020,2208,Summons / Appearance,3,1,0
SYN/OT/CS/2022/009547,Telangana,Kochi,TELANG_DC_04,CS,district,2022,1612,Summons / Appearance,1,0,1
SYN/OT/CS/2023/009548,West Bengal,Thane,WEST_B_DC_04,CS,district,2023,1283,Evidence / Argument,6,1,1
SYN/OT/CS/2022/009549,West Bengal,Thiruvananthapuram,WEST_B_DC_03,CS,district,2022,1361,Summons / Appearance,3,1,1
SYN/MH/CS/2022/009550,Maharashtra,Delhi,MAHARA_DC_04,CS,district,2022,1333,Summons / Appearance,1,1,0
SYN/OT/MACA/2023/009551,Tamil Nadu,Jaipur,TAMIL__DC_03,MACA,district,2023,1243,Summons / Appearance,4,1,1
SYN/AP/BA/2022/009552,Andhra Pradesh,Kolkata,ANDHRA_DC_04,BA,district,2022,1527,Evidence / Argument,2,1,1
SYN/MH/BA/2022/009553,Maharashtra,Thiruvananthapuram,MAHARA_DC_04,BA,district,2022,1356,Pleadings / Issues,3,2,1
SYN/KL/CRL_A/2023/009554,Kerala,Lucknow,KERALA_DC_02,CRL_A,district,2023,1101,Final Arguments / Judgment,4,0,0
SYN/OT/CRL_A/2024/009555,Madhya Pradesh,Kochi,MADHYA_DC_02,CRL_A,district,2024,644,Filing / Registration,1,1,0
SYN/KL/BA/2024/009556,Kerala,Lucknow,KERALA_DC_03,BA,district,2024,799,Summons / Appearance,0,0,0
SYN/MH/MACA/2018/009557,Maharashtra,Bhopal,MAHARA_DC_03,MACA,district,2018,2851,Pleadings / Issues,2,0,0
SYN/UP/WP_C/2020/009558,Uttar Pradesh,Pune,UTTAR__DC_01,WP_C,district,2020,2065,Final Arguments / Judgment,1,0,1
SYN/KL/BA/2021/009559,Kerala,Vijayawada,KERALA_DC_04,BA,district,2021,1924,Summons / Appearance,2,0,0
SYN/OT/CS/2021/009560,Punjab,Guntur,PUNJAB_DC_01,CS,district,2021,1734,Summons / Appearance,2,0,0
SYN/OT/WP_C/2022/009561,West Bengal,Thane,WEST_B_DC_05,WP_C,district,2022,1458,Summons / Appearance,2,0,0
SYN/UP/CS/2024/009562,Uttar Pradesh,Delhi,UTTAR__DC_01,CS,district,2024,638,Evidence / Argument,1,1,0
SYN/MH/BA/2022/009563,Maharashtra,Delhi,MAHARA_DC_01,BA,district,2022,1387,Final Arguments / Judgment,3,0,0
SYN/OT/CS/2019/009564,West Bengal,Jaipur,WEST_B_DC_02,CS,district,2019,2748,Filing / Registration,1,0,0
SYN/AP/CRL_A/2020/009565,Andhra Pradesh,Kochi,ANDHRA_DC_04,CRL_A,district,2020,2388,Evidence / Argument,3,0,0
SYN/DL/WP_C/2023/009566,Delhi,Thiruvananthapuram,DELHI_DC_03,WP_C,district,2023,1046,Pleadings / Issues,1,0,0
SYN/KL/CS/2023/009567,Kerala,Thiruvananthapuram,KERALA_DC_03,CS,district,2023,1245,Pleadings / Issues,1,0,0
SYN/OT/CRL_A/2022/009568,West Bengal,Lucknow,WEST_B_DC_05,CRL_A,district,2022,1591,Summons / Appearance,3,3,1
SYN/OT/CRL_A/2023/009569,Odisha,Guntur,ODISHA_DC_03,CRL_A,district,2023,1077,Summons / Appearance,5,0,1
SYN/KL/CRL_A/2021/009570,Kerala,Kolkata,KERALA_DC_04,CRL_A,district,2021,1934,Summons / Appearance,1,2,1
SYN/OT/CS/2019/009571,Odisha,Pune,ODISHA_DC_03,CS,district,2019,2551,Filing / Registration,5,0,0
SYN/MH/CS/2021/009572,Maharashtra,Bhopal,MAHARA_DC_02,CS,district,2021,1952,Summons / Appearance,3,0,0
SYN/AP/WP_C/2023/009573,Andhra Pradesh,Vijayawada,ANDHRA_DC_04,WP_C,district,2023,1256,Filing / Registration,3,1,0
SYN/OT/CRL_A/2024/009574,Haryana,Vijayawada,HARYAN_DC_02,CRL_A,district,2024,934,Summons / Appearance,5,1,1
SYN/MH/BA/2024/009575,Maharashtra,Vijayawada,MAHARA_DC_01,BA,district,2024,746,Evidence / Argument,1,0,1
SYN/OT/CS/2023/009576,Rajasthan,Thiruvananthapuram,RAJAST_DC_05,CS,district,2023,1082,Summons / Appearance,3,0,0
SYN/MH/WP_C/2024/009577,Maharashtra,Bhopal,MAHARA_DC_01,WP_C,district,2024,737,Pleadings / Issues,1,0,0
SYN/DL/BA/2024/009578,Delhi,Delhi,DELHI_DC_04,BA,district,2024,852,Evidence / Argument,2,0,0
SYN/MH/BA/2023/009579,Maharashtra,Delhi,MAHARA_DC_03,BA,district,2023,1304,Filing / Registration,0,1,1
SYN/DL/CS/2024/009580,Delhi,Kolkata,DELHI_DC_01,CS,district,2024,762,Evidence / Argument,4,1,0
SYN/MH/WP_C/2020/009581,Maharashtra,Varanasi,MAHARA_DC_04,WP_C,district,2020,2054,Summons / Appearance,5,1,1
SYN/UP/CRL_A/2021/009582,Uttar Pradesh,Varanasi,UTTAR__DC_04,CRL_A,district,2021,1939,Pleadings / Issues,3,1,0
SYN/KL/WP_C/2024/009583,Kerala,Bhopal,KERALA_DC_05,WP_C,district,2024,656,Summons / Appearance,0,1,1
SYN/KL/BA/2022/009584,Kerala,Bhopal,KERALA_DC_01,BA,district,2022,1538,Filing / Registration,0,1,1
SYN/OT/CS/2020/009585,Telangana,Bhopal,TELANG_DC_02,CS,district,2020,2101,Evidence / Argument,0,2,1
SYN/UP/CRL_A/2023/009586,Uttar Pradesh,Bhopal,UTTAR__DC_04,CRL_A,district,2023,962,Final Arguments / Judgment,2,1,0
SYN/OT/CRL_A/2022/009587,Jharkhand,Thiruvananthapuram,JHARKH_DC_04,CRL_A,district,2022,1637,Summons / Appearance,4,2,1
SYN/OT/CRL_A/2024/009588,Telangana,Kochi,TELANG_DC_02,CRL_A,district,2024,837,Pleadings / Issues,2,0,0
SYN/KL/MACA/2024/009589,Kerala,Lucknow,KERALA_DC_05,MACA,district,2024,794,Evidence / Argument,1,0,0
SYN/UP/CS/2018/009590,Uttar Pradesh,Thiruvananthapuram,UTTAR__DC_04,CS,district,2018,3100,Evidence / Argument,1,0,1
SYN/AP/BA/2022/009591,Andhra Pradesh,Guntur,ANDHRA_DC_04,BA,district,2022,1641,Evidence / Argument,3,2,1
SYN/AP/BA/2022/009592,Andhra Pradesh,Lucknow,ANDHRA_DC_02,BA,district,2022,1412,Evidence / Argument,2,0,0
SYN/OT/WP_C/2024/009593,West Bengal,Bhopal,WEST_B_DC_05,WP_C,district,2024,657,Evidence / Argument,3,3,1
SYN/OT/CS/2023/009594,Telangana,Thiruvananthapuram,TELANG_DC_03,CS,district,2023,1070,Evidence / Argument,6,2,1
SYN/KL/WP_C/2023/009595,Kerala,Vijayawada,KERALA_DC_04,WP_C,district,2023,1093,Filing / Registration,1,0,0
SYN/AP/CS/2020/009596,Andhra Pradesh,Pune,ANDHRA_DC_05,CS,district,2020,2325,Summons / Appearance,4,3,1
SYN/DL/CRL_A/2024/009597,Delhi,Thane,DELHI_DC_04,CRL_A,district,2024,644,Summons / Appearance,5,2,1
SYN/AP/WP_C/2020/009598,Andhra Pradesh,Lucknow,ANDHRA_DC_05,WP_C,district,2020,2219,Pleadings / Issues,2,0,0
SYN/AP/WP_C/2022/009599,Andhra Pradesh,Lucknow,ANDHRA_DC_05,WP_C,district,2022,1467,Pleadings / Issues,4,2,1
SYN/OT/MACA/2020/009600,Bihar,Delhi,BIHAR_DC_02,MACA,district,2020,2313,Evidence / Argument,1,0,1
SYN/MH/CS/2023/009601,Maharashtra,Pune,MAHARA_DC_05,CS,district,2023,1064,Pleadings / Issues,1,0,0
SYN/UP/CRL_A/2024/009602,Uttar Pradesh,Thane,UTTAR__DC_05,CRL_A,district,2024,622,Evidence / Argument,2,4,1
SYN/UP/CS/2021/009603,Uttar Pradesh,Kolkata,UTTAR__DC_03,CS,district,2021,1757,Summons / Appearance,3,0,0
SYN/DL/BA/2023/009604,Delhi,Vijayawada,DELHI_DC_02,BA,district,2023,970,Filing / Registration,2,0,0
SYN/MH/BA/2023/009605,Maharashtra,Lucknow,MAHARA_DC_04,BA,district,2023,1139,Pleadings / Issues,1,0,0
SYN/DL/BA/2021/009606,Delhi,Lucknow,DELHI_DC_02,BA,district,2021,1767,Evidence / Argument,0,1,1
SYN/KL/CS/2022/009607,Kerala,Kolkata,KERALA_DC_02,CS,district,2022,1644,Summons / Appearance,5,2,1
SYN/OT/WP_C/2022/009608,Haryana,Thiruvananthapuram,HARYAN_DC_04,WP_C,district,2022,1620,Evidence / Argument,2,0,1
SYN/MH/CS/2024/009609,Maharashtra,Kochi,MAHARA_DC_02,CS,district,2024,764,Summons / Appearance,1,0,1
SYN/DL/CS/2022/009610,Delhi,Lucknow,DELHI_DC_01,CS,district,2022,1611,Filing / Registration,2,0,0
SYN/UP/BA/2022/009611,Uttar Pradesh,Thiruvananthapuram,UTTAR__DC_01,BA,district,2022,1578,Summons / Appearance,5,2,1
SYN/UP/CRL_A/2023/009612,Uttar Pradesh,Varanasi,UTTAR__DC_02,CRL_A,district,2023,1035,Summons / Appearance,1,0,0
SYN/MH/CRL_A/2021/009613,Maharashtra,Kolkata,MAHARA_DC_05,CRL_A,district,2021,1690,Filing / Registration,1,0,0
SYN/UP/BA/2024/009614,Uttar Pradesh,Guntur,UTTAR__DC_04,BA,district,2024,820,Pleadings / Issues,1,0,0
SYN/KL/WP_C/2021/009615,Kerala,Guntur,KERALA_DC_05,WP_C,district,2021,1928,Evidence / Argument,2,4,1
SYN/UP/CRL_A/2022/009616,Uttar Pradesh,Thane,UTTAR__DC_05,CRL_A,district,2022,1541,Evidence / Argument,0,1,1
SYN/OT/MACA/2022/009617,Jharkhand,Kochi,JHARKH_DC_05,MACA,district,2022,1648,Summons / Appearance,2,1,0
SYN/OT/WP_C/2021/009618,Jharkhand,Delhi,JHARKH_DC_01,WP_C,district,2021,1765,Evidence / Argument,1,0,0
SYN/MH/CS/2024/009619,Maharashtra,Bhopal,MAHARA_DC_02,CS,district,2024,955,Pleadings / Issues,1,0,1
SYN/KL/BA/2023/009620,Kerala,Bhopal,KERALA_DC_04,BA,district,2023,974,Final Arguments / Judgment,1,0,1
