synthetic_cnr,state,district,court_establishment,case_type,act_section_bucket,tier,filing_year,filing_year_bucket,case_age_days,current_stage,days_in_current_stage,days_since_substantive_event,adjournment_count,adjournment_streak,judge_change_count,stage_deviation_ratio,cohort_size,cohort_percentile,bottleneck_type,actionability_level,triage_confidence,structural_stall_label,triage_score,data_label,generation_source
SYN/KL/BA/2023/008054,Kerala,Kolkata,KERALA_DC_01,BA,BAIL_GENERAL,district,2023,2022,1084,Summons / Appearance,5,16,0,0,0,0.03,13,,UNKNOWN,LOW,LOW,0,1.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2024/008055,Assam,Thane,ASSAM_DC_04,CRL_A,CRIMINAL_APPEAL,district,2024,2024,890,Final Arguments / Judgment,73,18,0,0,0,0.87,2,,UNKNOWN,LOW,LOW,0,6.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/CS/2021/008056,Maharashtra,Kolkata,MAHARA_DC_03,CS,CPC_GENERAL,district,2021,2020,1891,Evidence / Argument,125,30,0,0,0,0.65,6,,UNKNOWN,LOW,LOW,0,6.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/BA/2021/008057,Kerala,Delhi,KERALA_DC_03,BA,BAIL_GENERAL,district,2021,2020,1990,Summons / Appearance,116,200,1,1,2,1.47,7,,JUDGE_CHANGE,MEDIUM,LOW,1,29.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/CS/2020/008058,Uttar Pradesh,Pune,UTTAR__DC_02,CS,CPC_GENERAL,district,2020,2020,2065,Pleadings / Issues,245,166,0,0,0,1.46,4,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,32.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2022/008059,Bihar,Bhopal,BIHAR_DC_03,CS,CPC_GENERAL,district,2022,2022,1526,Summons / Appearance,64,37,0,0,0,0.94,3,,UNKNOWN,LOW,LOW,0,8.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/CS/2024/008060,Andhra Pradesh,Vijayawada,ANDHRA_DC_05,CS,CPC_GENERAL,district,2024,2024,908,Pleadings / Issues,132,0,0,0,1,0.97,4,,UNKNOWN,LOW,LOW,0,5.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/CS/2019/008061,Delhi,Guntur,DELHI_DC_01,CS,CPC_GENERAL,district,2019,2018,2629,Summons / Appearance,38,28,0,0,1,0.35,2,,UNKNOWN,LOW,LOW,0,4.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2018/008062,Tamil Nadu,Vijayawada,TAMIL__DC_05,CRL_A,CRIMINAL_APPEAL,district,2018,2018,3142,Summons / Appearance,87,21,0,0,0,0.64,2,,UNKNOWN,LOW,LOW,0,5.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/CRL_A/2022/008063,Kerala,Lucknow,KERALA_DC_04,CRL_A,CRIMINAL_APPEAL,district,2022,2022,1520,Final Arguments / Judgment,71,35,0,0,1,1.0,1,,UNKNOWN,LOW,LOW,0,8.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/WP_C/2022/008064,Andhra Pradesh,Lucknow,ANDHRA_DC_02,WP_C,WRIT_GENERAL,district,2022,2022,1470,Filing / Registration,53,223,0,0,2,1.68,2,,JUDGE_CHANGE,MEDIUM,LOW,1,38.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/BA/2022/008065,Kerala,Vijayawada,KERALA_DC_02,BA,BAIL_GENERAL,district,2022,2022,1568,Final Arguments / Judgment,82,22,0,0,0,1.0,5,,UNKNOWN,LOW,LOW,0,7.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/BA/2020/008066,Delhi,Pune,DELHI_DC_04,BA,BAIL_GENERAL,district,2020,2020,2087,Evidence / Argument,196,186,3,3,1,1.08,6,,WITNESS_DELAY,MEDIUM,LOW,1,38.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/MACA/2023/008067,Uttar Pradesh,Kolkata,UTTAR__DC_04,MACA,MOTOR_ACCIDENT,district,2023,2022,1212,Summons / Appearance,57,17,0,0,0,1.0,3,,UNKNOWN,LOW,LOW,0,7.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2024/008068,Punjab,Guntur,PUNJAB_DC_02,BA,BAIL_GENERAL,district,2024,2024,600,Summons / Appearance,240,146,6,6,2,1.0,3,,SUMMONS_DELAY,HIGH,LOW,1,48.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/CS/2019/008069,Maharashtra,Varanasi,MAHARA_DC_03,CS,CPC_GENERAL,district,2019,2018,2726,Evidence / Argument,257,82,0,0,2,1.08,2,,JUDGE_CHANGE,MEDIUM,LOW,1,23.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/CS/2024/008070,Andhra Pradesh,Guntur,ANDHRA_DC_02,CS,CPC_GENERAL,district,2024,2024,599,Pleadings / Issues,51,51,0,0,1,0.53,3,,UNKNOWN,LOW,LOW,0,7.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/BA/2020/008071,Uttar Pradesh,Thiruvananthapuram,UTTAR__DC_04,BA,BAIL_GENERAL,district,2020,2020,2094,Final Arguments / Judgment,116,111,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,1,15.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/BA/2022/008072,Andhra Pradesh,Lucknow,ANDHRA_DC_05,BA,BAIL_GENERAL,district,2022,2022,1383,Evidence / Argument,149,65,0,0,0,1.0,3,,UNKNOWN,LOW,LOW,0,11.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2024/008073,Haryana,Thiruvananthapuram,HARYAN_DC_02,BA,BAIL_GENERAL,district,2024,2024,901,Evidence / Argument,90,62,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,11.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/CS/2021/008074,Andhra Pradesh,Jaipur,ANDHRA_DC_03,CS,CPC_GENERAL,district,2021,2020,2012,Evidence / Argument,342,214,2,2,1,1.26,6,,WITNESS_DELAY,MEDIUM,LOW,1,39.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2023/008075,Telangana,Kochi,TELANG_DC_03,CS,CPC_GENERAL,district,2023,2022,1261,Evidence / Argument,178,46,0,0,1,0.58,3,,UNKNOWN,LOW,LOW,0,7.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/CS/2023/008076,Kerala,Varanasi,KERALA_DC_05,CS,CPC_GENERAL,district,2023,2022,1212,Pleadings / Issues,86,7,0,0,0,0.77,5,,UNKNOWN,LOW,LOW,0,5.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2024/008077,Bihar,Kolkata,BIHAR_DC_01,CRL_A,CRIMINAL_APPEAL,district,2024,2024,737,Summons / Appearance,388,281,3,3,2,1.0,1,,SUMMONS_DELAY,HIGH,LOW,1,55.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/MACA/2020/008078,Tamil Nadu,Thane,TAMIL__DC_04,MACA,MOTOR_ACCIDENT,district,2020,2020,2139,Final Arguments / Judgment,35,21,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,7.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2023/008079,Tamil Nadu,Kochi,TAMIL__DC_05,BA,BAIL_GENERAL,district,2023,2022,1006,Summons / Appearance,95,48,0,0,0,0.66,4,,UNKNOWN,LOW,LOW,0,8.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/BA/2023/008080,Delhi,Thiruvananthapuram,DELHI_DC_01,BA,BAIL_GENERAL,district,2023,2022,1228,Evidence / Argument,250,220,1,1,1,1.0,3,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,36.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2020/008081,Karnataka,Varanasi,KARNAT_DC_05,CRL_A,CRIMINAL_APPEAL,district,2020,2020,2172,Summons / Appearance,134,160,4,4,1,0.98,2,,SUMMONS_DELAY,HIGH,LOW,1,47.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/CS/2021/008082,Maharashtra,Delhi,MAHARA_DC_04,CS,CPC_GENERAL,district,2021,2020,1805,Summons / Appearance,62,21,0,0,0,0.44,8,,UNKNOWN,LOW,LOW,0,4.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2020/008083,Tamil Nadu,Delhi,TAMIL__DC_05,CRL_A,CRIMINAL_APPEAL,district,2020,2020,2377,Final Arguments / Judgment,41,29,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,8.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2022/008084,Punjab,Pune,PUNJAB_DC_01,BA,BAIL_GENERAL,district,2022,2022,1526,Pleadings / Issues,125,0,0,0,0,1.81,3,,UNKNOWN,LOW,LOW,0,10.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/MACA/2024/008085,Delhi,Jaipur,DELHI_DC_03,MACA,MOTOR_ACCIDENT,district,2024,2024,653,Summons / Appearance,259,110,4,4,1,1.0,1,,SUMMONS_DELAY,HIGH,LOW,1,43.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/CS/2024/008086,Andhra Pradesh,Varanasi,ANDHRA_DC_02,CS,CPC_GENERAL,district,2024,2024,796,Pleadings / Issues,96,33,0,0,0,1.0,3,,UNKNOWN,LOW,LOW,0,8.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/CS/2020/008087,Uttar Pradesh,Guntur,UTTAR__DC_01,CS,CPC_GENERAL,district,2020,2020,2119,Final Arguments / Judgment,123,100,0,0,4,2.05,4,,JUDGE_CHANGE,MEDIUM,LOW,1,26.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/WP_C/2023/008088,Andhra Pradesh,Vijayawada,ANDHRA_DC_02,WP_C,WRIT_GENERAL,district,2023,2022,994,Pleadings / Issues,114,150,1,1,2,1.0,5,,JUDGE_CHANGE,MEDIUM,LOW,1,24.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2022/008089,Tamil Nadu,Delhi,TAMIL__DC_05,CS,CPC_GENERAL,district,2022,2022,1595,Summons / Appearance,73,20,0,0,0,0.38,3,,UNKNOWN,LOW,LOW,0,3.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/WP_C/2020/008090,Uttar Pradesh,Delhi,UTTAR__DC_04,WP_C,WRIT_GENERAL,district,2020,2020,2419,Evidence / Argument,479,86,0,0,1,1.45,4,,UNKNOWN,LOW,LOW,1,15.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/BA/2023/008091,Delhi,Thane,DELHI_DC_05,BA,BAIL_GENERAL,district,2023,2022,1294,Final Arguments / Judgment,50,7,0,0,0,0.88,4,,UNKNOWN,LOW,LOW,0,5.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2020/008092,Rajasthan,Varanasi,RAJAST_DC_01,BA,BAIL_GENERAL,district,2020,2020,2384,Evidence / Argument,252,306,0,0,2,1.0,1,,JUDGE_CHANGE,MEDIUM,LOW,1,41.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2022/008093,Punjab,Jaipur,PUNJAB_DC_05,WP_C,WRIT_GENERAL,district,2022,2022,1481,Pleadings / Issues,104,34,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,8.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/CRL_A/2021/008094,Maharashtra,Thiruvananthapuram,MAHARA_DC_03,CRL_A,CRIMINAL_APPEAL,district,2021,2020,1909,Summons / Appearance,61,12,0,0,0,0.26,2,,UNKNOWN,LOW,LOW,0,2.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/MACA/2020/008095,Andhra Pradesh,Thiruvananthapuram,ANDHRA_DC_02,MACA,MOTOR_ACCIDENT,district,2020,2020,2188,Pleadings / Issues,103,36,0,0,0,0.59,2,,UNKNOWN,LOW,LOW,0,6.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2022/008096,Assam,Vijayawada,ASSAM_DC_04,CS,CPC_GENERAL,district,2022,2022,1634,Pleadings / Issues,82,16,0,0,0,0.85,2,,UNKNOWN,LOW,LOW,0,6.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/WP_C/2018/008097,Andhra Pradesh,Thiruvananthapuram,ANDHRA_DC_01,WP_C,WRIT_GENERAL,district,2018,2018,3084,Summons / Appearance,169,184,4,4,0,0.73,2,,SUMMONS_DELAY,HIGH,LOW,1,47.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/CS/2024/008098,Uttar Pradesh,Lucknow,UTTAR__DC_01,CS,CPC_GENERAL,district,2024,2024,723,Filing / Registration,14,12,0,0,0,0.88,4,,UNKNOWN,LOW,LOW,0,6.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2022/008099,Telangana,Bhopal,TELANG_DC_05,BA,BAIL_GENERAL,district,2022,2022,1513,Evidence / Argument,178,9,0,0,1,1.0,3,,UNKNOWN,LOW,LOW,0,6.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2022/008100,Assam,Bhopal,ASSAM_DC_05,BA,BAIL_GENERAL,district,2022,2022,1622,Pleadings / Issues,97,47,0,0,0,0.87,2,,UNKNOWN,LOW,LOW,0,9.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2019/008101,Jharkhand,Guntur,JHARKH_DC_03,CRL_A,CRIMINAL_APPEAL,district,2019,2018,2445,Final Arguments / Judgment,66,19,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,7.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/BA/2022/008102,Maharashtra,Pune,MAHARA_DC_05,BA,BAIL_GENERAL,district,2022,2022,1630,Evidence / Argument,341,158,0,0,0,2.5,8,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,38.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/CS/2024/008103,Kerala,Vijayawada,KERALA_DC_03,CS,CPC_GENERAL,district,2024,2024,729,Pleadings / Issues,15,22,0,0,0,0.12,6,,UNKNOWN,LOW,LOW,0,2.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/MACA/2021/008104,Jharkhand,Kolkata,JHARKH_DC_02,MACA,MOTOR_ACCIDENT,district,2021,2020,1853,Evidence / Argument,97,14,0,0,1,1.0,1,,UNKNOWN,LOW,LOW,0,7.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/CS/2021/008105,Uttar Pradesh,Varanasi,UTTAR__DC_05,CS,CPC_GENERAL,district,2021,2020,1854,Filing / Registration,19,28,0,0,1,0.97,2,,UNKNOWN,LOW,LOW,0,8.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2023/008106,Gujarat,Guntur,GUJARA_DC_01,CS,CPC_GENERAL,district,2023,2022,1243,Evidence / Argument,168,37,0,0,0,1.01,6,,UNKNOWN,LOW,LOW,0,9.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/WP_C/2024/008107,Kerala,Guntur,KERALA_DC_05,WP_C,WRIT_GENERAL,district,2024,2024,838,Final Arguments / Judgment,130,218,0,0,2,2.1,3,,JUDGE_CHANGE,MEDIUM,LOW,1,40.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/CRL_A/2023/008108,Kerala,Thane,KERALA_DC_02,CRL_A,CRIMINAL_APPEAL,district,2023,2022,974,Final Arguments / Judgment,44,14,0,0,0,0.73,9,,UNKNOWN,LOW,LOW,0,5.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/CS/2022/008109,Kerala,Vijayawada,KERALA_DC_02,CS,CPC_GENERAL,district,2022,2022,1561,Pleadings / Issues,119,61,0,0,3,1.29,8,,JUDGE_CHANGE,MEDIUM,LOW,1,20.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/WP_C/2024/008110,Uttar Pradesh,Thiruvananthapuram,UTTAR__DC_05,WP_C,WRIT_GENERAL,district,2024,2024,879,Summons / Appearance,165,286,0,0,2,1.29,4,,JUDGE_CHANGE,MEDIUM,LOW,1,41.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/BA/2022/008111,Uttar Pradesh,Thiruvananthapuram,UTTAR__DC_02,BA,BAIL_GENERAL,district,2022,2022,1499,Pleadings / Issues,281,217,0,0,0,5.4,7,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,58.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2023/008112,Bihar,Jaipur,BIHAR_DC_01,CRL_A,CRIMINAL_APPEAL,district,2023,2022,1286,Summons / Appearance,95,186,0,0,2,1.17,2,,JUDGE_CHANGE,MEDIUM,LOW,1,24.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/BA/2021/008113,Kerala,Kochi,KERALA_DC_02,BA,BAIL_GENERAL,district,2021,2020,1881,Pleadings / Issues,163,33,0,0,1,1.0,1,,UNKNOWN,LOW,LOW,0,8.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/WP_C/2020/008114,Delhi,Lucknow,DELHI_DC_03,WP_C,WRIT_GENERAL,district,2020,2020,2380,Evidence / Argument,308,178,1,1,2,1.35,4,,JUDGE_CHANGE,MEDIUM,LOW,1,34.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2021/008115,Rajasthan,Thane,RAJAST_DC_04,WP_C,WRIT_GENERAL,district,2021,2020,1810,Summons / Appearance,260,355,6,6,3,1.6,2,,SUMMONS_DELAY,HIGH,LOW,1,64.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2020/008116,Jharkhand,Bhopal,JHARKH_DC_04,CRL_A,CRIMINAL_APPEAL,district,2020,2020,2410,Pleadings / Issues,112,12,0,0,1,0.95,2,,UNKNOWN,LOW,LOW,0,6.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/CS/2022/008117,Andhra Pradesh,Lucknow,ANDHRA_DC_01,CS,CPC_GENERAL,district,2022,2022,1637,Summons / Appearance,95,339,1,1,2,0.5,9,,JUDGE_CHANGE,MEDIUM,LOW,1,40.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2024/008118,Chhattisgarh,Varanasi,CHHATT_DC_02,WP_C,WRIT_GENERAL,district,2024,2024,828,Summons / Appearance,115,35,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,8.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/WP_C/2023/008119,Kerala,Kochi,KERALA_DC_01,WP_C,WRIT_GENERAL,district,2023,2022,998,Evidence / Argument,146,132,1,1,4,0.89,6,,JUDGE_CHANGE,MEDIUM,LOW,1,22.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2022/008120,Odisha,Vijayawada,ODISHA_DC_04,WP_C,WRIT_GENERAL,district,2022,2022,1424,Summons / Appearance,358,170,5,5,1,1.77,3,,SUMMONS_DELAY,HIGH,LOW,1,54.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2024/008121,Chhattisgarh,Kochi,CHHATT_DC_02,WP_C,WRIT_GENERAL,district,2024,2024,593,Filing / Registration,48,201,2,2,0,1.0,1,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,36.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2019/008122,Rajasthan,Pune,RAJAST_DC_01,WP_C,WRIT_GENERAL,district,2019,2018,2736,Pleadings / Issues,58,45,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,9.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2023/008123,Bihar,Thiruvananthapuram,BIHAR_DC_02,CRL_A,CRIMINAL_APPEAL,district,2023,2022,1323,Evidence / Argument,228,280,3,3,0,0.82,2,,WITNESS_DELAY,MEDIUM,LOW,1,44.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2023/008124,Karnataka,Jaipur,KARNAT_DC_01,CRL_A,CRIMINAL_APPEAL,district,2023,2022,1237,Pleadings / Issues,308,179,0,0,2,1.83,4,,JUDGE_CHANGE,MEDIUM,LOW,1,35.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/BA/2022/008125,Uttar Pradesh,Varanasi,UTTAR__DC_04,BA,BAIL_GENERAL,district,2022,2022,1505,Summons / Appearance,321,91,5,5,1,3.24,11,,SUMMONS_DELAY,HIGH,LOW,1,57.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2020/008126,Telangana,Kochi,TELANG_DC_02,CS,CPC_GENERAL,district,2020,2020,2412,Evidence / Argument,140,13,0,0,0,0.44,4,,UNKNOWN,LOW,LOW,0,3.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/CRL_A/2023/008127,Andhra Pradesh,Thane,ANDHRA_DC_01,CRL_A,CRIMINAL_APPEAL,district,2023,2022,1147,Pleadings / Issues,122,43,0,0,0,1.0,5,,UNKNOWN,LOW,LOW,0,9.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2024/008128,Odisha,Jaipur,ODISHA_DC_04,BA,BAIL_GENERAL,district,2024,2024,709,Evidence / Argument,152,29,0,0,0,0.61,2,,UNKNOWN,LOW,LOW,0,6.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2021/008129,Telangana,Vijayawada,TELANG_DC_05,CRL_A,CRIMINAL_APPEAL,district,2021,2020,1736,Final Arguments / Judgment,34,14,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,7.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/MACA/2019/008130,Tamil Nadu,Kolkata,TAMIL__DC_05,MACA,MOTOR_ACCIDENT,district,2019,2018,2623,Final Arguments / Judgment,53,17,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,7.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/CRL_A/2022/008131,Delhi,Vijayawada,DELHI_DC_02,CRL_A,CRIMINAL_APPEAL,district,2022,2022,1522,Pleadings / Issues,147,281,1,1,2,1.62,4,,JUDGE_CHANGE,MEDIUM,LOW,1,45.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2021/008132,Rajasthan,Pune,RAJAST_DC_02,WP_C,WRIT_GENERAL,district,2021,2020,1750,Final Arguments / Judgment,37,0,0,0,1,1.0,1,,UNKNOWN,LOW,LOW,0,6.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2024/008133,Odisha,Delhi,ODISHA_DC_04,WP_C,WRIT_GENERAL,district,2024,2024,633,Final Arguments / Judgment,35,7,0,0,1,1.0,1,,UNKNOWN,LOW,LOW,0,6.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2023/008134,Karnataka,Lucknow,KARNAT_DC_02,CRL_A,CRIMINAL_APPEAL,district,2023,2022,1036,Summons / Appearance,200,142,6,6,1,1.0,5,,SUMMONS_DELAY,HIGH,LOW,1,47.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2024/008135,Gujarat,Vijayawada,GUJARA_DC_03,CS,CPC_GENERAL,district,2024,2024,920,Evidence / Argument,120,15,0,0,1,0.73,2,,UNKNOWN,LOW,LOW,0,5.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/CS/2024/008136,Kerala,Varanasi,KERALA_DC_04,CS,CPC_GENERAL,district,2024,2024,611,Summons / Appearance,84,25,0,0,0,0.73,5,,UNKNOWN,LOW,LOW,0,6.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/WP_C/2024/008137,Andhra Pradesh,Bhopal,ANDHRA_DC_05,WP_C,WRIT_GENERAL,district,2024,2024,692,Final Arguments / Judgment,65,14,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,7.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2023/008138,Haryana,Pune,HARYAN_DC_01,WP_C,WRIT_GENERAL,district,2023,2022,1261,Summons / Appearance,51,32,0,0,0,0.34,2,,UNKNOWN,LOW,LOW,0,4.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/CRL_A/2023/008139,Andhra Pradesh,Varanasi,ANDHRA_DC_02,CRL_A,CRIMINAL_APPEAL,district,2023,2022,1051,Evidence / Argument,59,9,0,0,0,0.34,6,,UNKNOWN,LOW,LOW,0,2.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2021/008140,Assam,Thane,ASSAM_DC_02,CS,CPC_GENERAL,district,2021,2020,1691,Pleadings / Issues,22,35,0,0,0,0.28,5,,UNKNOWN,LOW,LOW,0,4.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/CRL_A/2022/008141,Delhi,Lucknow,DELHI_DC_04,CRL_A,CRIMINAL_APPEAL,district,2022,2022,1420,Final Arguments / Judgment,50,37,0,0,1,0.66,2,,UNKNOWN,LOW,LOW,0,7.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/BA/2024/008142,Maharashtra,Guntur,MAHARA_DC_03,BA,BAIL_GENERAL,district,2024,2024,694,Pleadings / Issues,116,17,0,0,0,1.12,5,,UNKNOWN,LOW,LOW,0,8.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/CS/2022/008143,Uttar Pradesh,Thane,UTTAR__DC_05,CS,CPC_GENERAL,district,2022,2022,1533,Final Arguments / Judgment,116,157,0,0,3,1.69,8,,JUDGE_CHANGE,MEDIUM,LOW,1,26.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2018/008144,West Bengal,Jaipur,WEST_B_DC_01,CS,CPC_GENERAL,district,2018,2018,3090,Summons / Appearance,77,8,0,0,1,0.34,2,,UNKNOWN,LOW,LOW,0,2.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2022/008145,Madhya Pradesh,Delhi,MADHYA_DC_03,CS,CPC_GENERAL,district,2022,2022,1400,Summons / Appearance,95,33,0,0,0,0.92,4,,UNKNOWN,LOW,LOW,0,8.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
